msno,churn_probability,reason_1,category_1,reason_2,category_2,reason_3,category_3
ZdvLfo+NfEDvZweIV8Y+wvolPGBXsF2R7BoeUhjtSog=,0.1946,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
Ip2Lv6ppM9rb5lLxuilhi23ixOw2f6kOvlB8RMXIQsA=,0.1734,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
0adhIknT6I36/3OUBdL31isDKfQr5UpR6zW1dnYy/r4=,0.1611,서비스 가입 기간(장기/단기) 특성,활동 및 참여,지역적 인구 통계 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
0ls6vzGPfxgVP5m1wx+iuDs843PdcMNJvNNPVsjW6MM=,0.1068,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
mnHW04DkF2s2vogkxMNNJfwqvoSLDv77Sobij10bo+E=,0.1479,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,서비스 가입 기간(장기/단기) 특성,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여
eU6HPQowFrbH1SAaAEccx0pYYJ9GWTzPSgAF5KnJWG4=,0.917,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여
jLQmg1LO8ssvyW/3kxPcX+r/LCP+SydGfhNyKE4dLgg=,0.0863,50% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
Fb/KB45LYHpx/NhV3fkvp4eeSlVHjbdp+E1b0SFqZ5k=,0.6978,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,num_unq,기타
qtHMGeqb8VecNweNJl+UDdSztVCcVjzwlxRrAs1XGto=,0.1176,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
kiVAD1twQO84LjK2Rkys7tnAoHmlpqrCkOC6z9Nqke8=,0.0355,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
kyliDZ/H17l6nPy263PpsMiW77WCg6hgxkISWNS0Qbg=,0.973,직접적인 서비스 취소 요청 발생,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
FgVV0SWp8hXKRTF47E0KX2zI/tJcBA1NrXV+OlQw24A=,0.9694,직접적인 서비스 취소 요청 발생,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
EQXVDgCnpx/oD1Erm3Q9+ZsGx4qGeMZuaf1+arUs8Vk=,0.9704,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독
bqOYQ9ib2SeW1WFrpX6DUrGhqmurkjojO4jjdYzi98Y=,0.9954,결제 플랜 기간 (단기 이용 등),결제 및 구독,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
agjQ2M4ZfKmEkWMZoG1E52FyxHlS2mu7WIdxVLexWlI=,0.2328,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
WoTD4cg3vYvPyfFzWs1k0NMpQA1Kh0HA6xdqdoMbb8w=,0.099,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여
qX10lx2YxClpo4dWuwfX5dvIHaQLmH0hWSiP7UwkbGg=,0.4439,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
lSDpBRc+skRPv8EowR5uhq63TX0YMOPw6jPSpoG2Y9o=,0.1069,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
vapgjTVi6vCLqFwKOHgEko6MdyuRRD7h8aOiWKRtgAw=,0.1385,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독
hhooyI1NfiFbH2WZrx3WlViCD0zsvM9fk19p+en94pM=,0.9802,직접적인 서비스 취소 요청 발생,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,결제 및 갱신 횟수 부족,결제 및 구독
ndjlumKs3Yw4VkjVMYYt/Y6XGdSnT4skcGhtMP1jThE=,0.1682,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
XUewWLEt8HYcO9Ee10UwgBeTCQmKrnha4b+nfquBwFY=,0.1905,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,플랜 가격 관련 요인,결제 및 구독
ZSnb6X5gGL2CCI5NZ7V4QMC58ixwJmdDhDgQMEqAXCA=,0.0808,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,음악 청취 다양성 부족,콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
zccy+cHP3F322PCmqTbszp+AE96yVl4AzZhedjmxEoU=,0.9801,직접적인 서비스 취소 요청 발생,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,결제 및 갱신 횟수 부족,결제 및 구독
2EIRjy687xCBk2ha5sAzH9nznxUzOTx2TrNX4fGkG8k=,0.1506,특정 가입 경로(플랫폼) 특성,사용자 프로필,실제 결제 금액 관련 특이점,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여
Vb37pCSiT5WYutrc55Tff1LRB3oF+paPTLqOIXXjT2o=,0.2063,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,전체 스트리밍 시간 부족,활동 및 참여
wlUTpCZsGq5VnGdWm1fvwB6YhP+jbY+GEFqE9r+Ibnk=,0.141,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
kvU8svfU5+xIGOv3Ji8NhrPMKQZfR4014TkkD0j2kXU=,0.9353,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
Vjzwu3bTDfVoguXm7f7WHQ76U8M2s/f8r+02CBGeC2s=,0.2136,서비스 가입 기간(장기/단기) 특성,활동 및 참여,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
+4J2YLBISNJgjSD5p/jDCXP+SRBgbm+ERqgAppVGCsc=,0.0976,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 청취 다양성 부족,콘텐츠 이용 습관,전체 스트리밍 시간 부족,활동 및 참여
O2jOC8NNO27Zo6kzxEr69OrUdI3lLc9NA2TbXn/Dl0c=,0.148,지역적 인구 통계 특성,사용자 프로필,25% 이하 청취 비중 높음,활동 및 참여,음악 청취 다양성 부족,콘텐츠 이용 습관
jLrEPA2scHQLU+5QvaVMi9vUshg9BLi4Lf+PdpdOMxY=,0.1194,50% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
MoCLkj2mltrolmMK2IetyDsu04EhoT5XFFOnDgPPcw4=,0.5139,자동 결제 해지 또는 미설정,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
1hmPfmhjcdncDPQDwihIdpHGuj+RiQXU2hVwQt4lCgA=,0.1981,75% 이하 청취 비중 높음,활동 및 참여,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
nVZaujhCmNks8gzhMSpGH77opOrHm2pT0DfSNom/ji8=,0.149,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
sPJ0Kb5785nnLmuOoJozeT/APFrxDyUq7Lu30tBJ4hg=,0.0806,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
8Aa4HhDFCz4uY8AjACqg0GJSfYt7m3Yw9AiCUZxG+xk=,0.0781,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
bR/XL+wlIzearXKmMREB1HL/fCnzSuBe9BU9kGkrtLc=,0.8949,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,전체 스트리밍 시간 부족,활동 및 참여
JAA6R5x6cznb5oxVz+NW61uy7kWbQTS70o93V0Z52Xo=,0.1473,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
m+2f0ThqiXJYnyTFkNS24iGZo3o00O//KckIswJHJpY=,0.1558,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
4OccRmtEK+kHtw9jjX8wTgaH//OyYaZ/6hLHHXPdKUw=,0.1014,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
YdPmM7DUAkqKMyXBBJBLA6N96/J/SBitUQHizvoq3Qk=,0.1139,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,사용자 연령대 특성,사용자 프로필
i6OdoaUR4iNundD23gO0Z93v+xPRyApxa/BRxKw6/lI=,0.1087,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
GxBH3PjumAVW7WyvtyGIyaC1GtRSWyzEn0pQ2ejrkAo=,0.129,결제 및 갱신 횟수 부족,결제 및 구독,실제 결제 금액 관련 특이점,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
0YpdE0gYXT2l2b/2YSuX7zpyefIjdoKExJrQxdeYcUo=,0.803,직접적인 서비스 취소 요청 발생,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독
k7okCC7McCwjLoQvgyewx6WxXSkrqAof+UsjIuVRBrg=,0.1645,결제 및 갱신 횟수 부족,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,전체 스트리밍 시간 부족,활동 및 참여
+mfASTkYqvsVOl0Hw1MCGQq9zFF5t9w19zzefdj4iYs=,0.1345,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
Jl3xyQQ8218RzgWXhi+4Y5D9qAdwOO87l7/qzA5bSts=,0.4379,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
JNF/5UggT1WaklEjEVqRY55gxFcZbklQwuX/z5xdGqE=,0.9508,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
4h/jN+KZaLTRxJ16uSyPkQD21krnqXHBh1IkWqt9Emk=,0.4588,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
Za04ZdnSEdvGZepK/LBndYp167UaT60zY0NYgNJ+oi8=,0.6735,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,플랜 가격 관련 요인,결제 및 구독
EiipP8lgfUhYWgtmypqhMk6rpyxH8TgJdQMcifaaQPY=,0.1313,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
Kr+tnTVP/n0rblv5Fdb9lXoLnJIx9sdMBb4Vrk+2cus=,0.123,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
olopdhOaLcsbcOXLiqecWCqjrl4dA3N67uxjQaKY690=,0.5407,자동 결제 해지 또는 미설정,결제 및 구독,지역적 인구 통계 특성,사용자 프로필,특정 가입 경로(플랫폼) 특성,사용자 프로필
T9UUpnw5KY+VIoU3L6vjE+WMsqy6kk6ble5y6g4LTaY=,0.4808,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
A7utvOZG6KqiRN/RAEfvfuM1EwHy/77iODdpP1lmyUQ=,0.1291,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
TjFIMt9Xy7NzRCcJEb3OMRjbr3XkC7N1RdPA2NxVWxY=,0.032,서비스 가입 기간(장기/단기) 특성,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
TFuNEQJthdxV3mvzZfdkd2SqP1oyd/ceq3MwIE4DkqM=,0.0967,서비스 가입 기간(장기/단기) 특성,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
yp5P+hwWnlCVsJ8ooZoq3vPD1h6VbIR4Tfn26E/s4r4=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
gpMjSjhi3otB0RSmOTgiAxmE8bohjlvPVw2to4gupsY=,0.1417,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
89umUsFRAwuhhE/25oE7lML2Iv5jDFFtXIqkhpUA+FE=,0.4352,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
4xeZxzy7UK69u461Pb6dBm/acB3Ua4La+xBeDwr55Pk=,0.7933,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여
AEwF21kc0czP0RL8PI8+mqymiNSuoKtRWaX/ad/+fuI=,0.0889,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
P/h544DQe5YoDJ/14aVV+Pnowc/el8q8Bo7E63H5ms0=,0.1542,서비스 가입 기간(장기/단기) 특성,활동 및 참여,지역적 인구 통계 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
3JExmFLreqKPfXiBeaazEyILb0hwves/WhTCK/vh9BA=,0.1507,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
EioXdjWS4pU0ln7NPrU8uPTGeULGosdL2HOxVnfVpN0=,0.2769,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독
DrgBXi8whAg9HweoZJLefscMngVqM0IsNiSr7/MJr6w=,0.0925,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
zNmJTeybuN53qwJAYwpJJWVrM8X77uuwgbntVN6LwoQ=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
eAXUceb9waCnETudSUx+QONfsk86FJtYz+6N3nI5exA=,0.1278,결제 및 갱신 횟수 부족,결제 및 구독,실제 결제 금액 관련 특이점,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
0P12ljd2n2BKrWD6Hqo2JMUPqH3F4jcd+w4Ro0h9ISE=,0.1377,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
ERVNAsCA0gYJ2E1OyuR7yFprIOr+tAXm6qROl7gKXMw=,0.1069,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
Cw34cckpvvVWQGQ1Q2E72PybcR+z95XGX9SsDiFq1iM=,0.1518,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
nBfQRuD4eHJVqfvEp69rLM6Bn9opCLtxhfe6RqBEyGM=,0.4041,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
icrT9CdilsjnWI95fDLxsxMZ77jYMaHW8oTN+OxXNwE=,0.9973,결제 플랜 기간 (단기 이용 등),결제 및 구독,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
vmuBVYsObMk7F7T5iQGcLOfdH7Tu0UyZETVuNlTPVZA=,0.9812,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,실제 결제 금액 관련 특이점,결제 및 구독
8vNrCRAXmPgAKd2YNsdlcgEGD42J4QTanoB3J9w+ciI=,0.7646,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
9kLRbm15LBP/r/r2EKFPOk4EFDdfY1kBU+jpkK8IFXs=,0.7645,자동 결제 해지 또는 미설정,결제 및 구독,지역적 인구 통계 특성,사용자 프로필,음악 청취 다양성 부족,콘텐츠 이용 습관
A1ZemWptNi3HFnxZtd2svM6kTBVezCJPL0aNF+FRzLQ=,0.0887,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,사용자 연령대 특성,사용자 프로필
K34KOh8puUAg1/IexLPAszyxuVs7jGBYcR+J1+wSlso=,0.2075,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,75% 이하 청취 비중 높음,활동 및 참여
iL+DKVSnmLGaEq/vRnB4HxA0WkmlDAhfxn+8Kwwojro=,0.0889,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,98.5% 이하 청취 비중 높음,활동 및 참여
mo/CstyGy+YeNbm6PAHTQ6UH/RJijtO2Gaetdpm53O4=,0.1962,결제 및 갱신 횟수 부족,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
gbb8v+Hez8g9yPTiB2bScGf7GszUxkfB7zlKlmeljkM=,0.1406,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
RlQSr7hTb/4B2lPcSlSNBXZG2mTM0geq6HlNi3Hdzr0=,0.1506,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,전체 스트리밍 시간 부족,활동 및 참여
8IVdi99mmWAQolxgyNhgga9T/RHlGniCJkT7AlG5Yt4=,0.0881,서비스 가입 기간(장기/단기) 특성,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
X3yeTHkbk3AP2JnDOOaLCnP4I4HEMjQ59dLT33AKHSk=,0.1051,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
jI4DfnJ9RtLLtuaAmJXRyV2y2s1rzCy6JrMwpCLYCLI=,0.1608,25% 이하 청취 비중 높음,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
eP/8j4LhUD9wV4/nyE99KrH5L8tzKmwBPLv6lB4xedU=,0.1283,서비스 가입 기간(장기/단기) 특성,활동 및 참여,사용자 연령대 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
pfAkkcaW+E8TE84SnWV80Y+vikbV1Z5SZO9PitGX7BY=,0.2771,결제 및 갱신 횟수 부족,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
Zmk/SL28ssfVDfnSdi2W71Avf7/z7t1Y9kpxUXmjHd0=,0.1882,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
eiR7IckzEl3QRAE34rOaomYGWlcFvFuJ62U9FA6/q0c=,0.1469,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
YiWK9v9D0u/eCqtJZsRydSpXy3vaYbFcjEjhsxay0R0=,0.0744,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
xFs8nhBaNlxCn67Vrfaay9iRgSzADYQkDmrXToCpb4s=,0.4188,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
wJNcDXngXEljZXmZq1ZgAgbTfeCo+lu4QYnKdwpN18A=,0.1026,서비스 가입 기간(장기/단기) 특성,활동 및 참여,사용자 연령대 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여
rAfS0Yr9Huf2jSPY957ys1St10rj0irxQ5SAXpAe8kM=,0.116,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
1O3hd2Way+5+94oiZqASKbkp9CTlyN+UFit0/iQo53U=,0.1545,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
YzFjq20Jy2xS5IBYHyXoiczJQ6Tv69CxdOkaVSIa7cM=,0.9755,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독
JSl8i5qlU3QZlK3YLzL8C2bq4OuxMTvXroPXwdng0q8=,0.1375,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
clZDREDB3qoYsgc44wyqVmVXSVL8vuhqLXazpGvWaCk=,0.1467,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여
l8/MMqplH6uTfjKk04ZahCUVAv02+1mE/Lf9F7DGZPo=,0.1477,실제 결제 금액 관련 특이점,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,전체 스트리밍 시간 부족,활동 및 참여
/2i6tIKIGoqp38V1BqmPWYoEyo1Dy7Rx3A71N97jA+U=,0.1194,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
WQBkWDHv4DN4jOolNvicE1+F3JHp9JrvtKJmnvSOfxs=,0.1086,지역적 인구 통계 특성,사용자 프로필,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
1bsobxa8BImFsY307pyE6o4ynDq35lp8lh8MUgFOdxo=,0.1304,25% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,98.5% 이하 청취 비중 높음,활동 및 참여
DXRN3QYD4h3huzcFXGivmi/Bw+HZpSiILkVik1sXaMI=,0.1499,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
JdWi7az8etIZ/PNDqmkGsr2i5PumagT02Vpie6u3iuY=,0.0343,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,25% 이하 청취 비중 높음,활동 및 참여
X0Z+t/9jfqjzgoB397YuIPYgQJgM7rfp72F3Uv2xeLU=,0.9973,결제 플랜 기간 (단기 이용 등),결제 및 구독,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
zBpzu95JR1WO97yTK42CrTx1HaWd1tWALCZVil6hJII=,0.1834,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여
5QCLDkSeIySuRGteuWbNa8kXNuDlA1jO2y8Fv34ylcY=,0.1136,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
8fMLNnJtoGkb2VEmbYJqGfIuOaPt9SSUVC2rKJ9NJGQ=,0.1009,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
zaxIbwzXg7Dt/THHicj3HnTNlsg2R6ARfHxpiNow/Zw=,0.1472,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
OHtcjDEEAHoXoVTlPqNb9d3cPrpOA8mvnWmIKl5HUWY=,0.515,자동 결제 해지 또는 미설정,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,플랜 가격 관련 요인,결제 및 구독
L4U25XnAG0M3SVaF35G8aC9KGNPpnYs8BPYYCvly71Q=,0.0898,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
P12otUYDlpqgM+mOKbyy7gM8s9ZaOWAlrJGkqGYaShM=,0.1582,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
Qh7lSWMuCr++E6+A+6F7PYH4RIzcVgtG3ygtJK8ITuU=,0.126,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
C9KNJxth8//yEGXfesKpkPsB53HQn/HD/iNllD1X+yg=,0.1327,75% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
