msno,is_churn
NR9aQvnS0rOrPkG+c6qNWK4OuEM3wfN8pNLOm7yG7V8=,0
8XP++Y2hJfjKkAApHJnprfwFkdQUgpklMJPzNbCugzo=,0
IZlXQCLiIphG+Sl0HWdKhcmJUwSCNRwrGyorutM5BZk=,0
ZWMw+ePcQuzIiH+yaYx3FLFgIGZb6YtanJylI56ZgEA=,0
IrOfKqLqdImZRoqeJq/Elov+YLpE+kR9W4zAcM/6UTo=,0
6wyOz9pQhmW4DqYos6oWM4ImphoLZOEguzDO/bShR4E=,1
F+KRBNtRF60Hcg8TWuKpz2qBwMU05Sil7oLWPs3O/AU=,1
y50l+lbSuyEm1hISfbXWcttnx0U9p/tgbvj1ntB0Qr8=,1
uOwz8rSwopYvTR70MHoP5nUUUuT5BbHg8UMEMSgC1QI=,0
Th19CrzLMqLRjKAFSU232wdUn8U2zMGtBDRe6xpXUDI=,0
G/lR46dgRchWbCKSHX8Vg9p7rr7ZgASw8LoFTrAtJ10=,0
GV5knMifY5XQM7IpVxOfmkzGyMMPlQ+yCKYkCG8yeuA=,0
/TIKONixdDGxdDeMquV8LEpjuUsNU5UrxJu0NzJy3TE=,1
IyIPk0tO/VQTeZb+FFKG/Sjt+hMXILBEkbwjqKzo4Qw=,0
+0O12SB+yRvnfOXUiPo99V8siiZ+5cgaXsWQwSddg4s=,0
0l3ORaPxHYcL+i/ObGVtFiYe8MHhKtXa8NhSkFgBAmo=,0
HYB4a0uITf+r3TVE8DWhr7XtYjVatkJATdMIoBOUpy4=,0
lkdiPu6DFrszFh2dIFQ8XD7kSESsqWuKvhBu8+eKie8=,0
DrpxSGHftDlAUv2ZDS8sgludNCFp4tDx0hZoPPepDXw=,0
3sxjQS3zKiBAQKddYL22X1kERR18zI0LNO4IzaH6GMY=,0
0L6z5mazeI1adc6TalE2Tn/ycSGLv9PIMgZjTdhUNdo=,0
B83U9eBaD5/CL/i8CDiGOvKN2Zne2WwKdcGmAQ/kclA=,1
UHpQw5DVmLtGl6MMa0hE/QjZhnfR/viqWzimvGorf4E=,0
yAY59d7JQblr8SnIH0zc14N3Dy5RrmrB11vSt9r2zK0=,0
dLi1OjZ6qY/gEqbZaRSiRWb8RDMHTBwTFfK1Bbb4yLM=,0
TGS3m7dUue0x/Lodhjv8I6oyfYxIvWz0E03ZDOSHtFc=,0
4fTin8dmmSus4roiSp4xgYinjnpO+gNreI/UbTdi2vQ=,0
BQNLqh4bJxj5Ku2sEyYxvrFi7xaxkv9fQaDBwzoTvwU=,0
Ni+IcwYOG/JDMrv6hCijTz+NESOIlH+BZQrewpvEt3A=,0
sKXRNTGXV0Ao4gkA2RksX6vSFah3H836WXlyNwmFNPg=,1
QgmAI7W+/QaS33pgKRH2ZohEp4zZBOUg/WnhA5kNVIw=,0
UAZt4hsh33A+HWiWeAFQU2xsgKnTg8RncV/YztBRp2M=,0
rP/Wnto3LIE04WjLY/sWNM4mqYdVlrBDCrfw+lAjvjA=,0
xE6lG1SKuC1DZSOjsGHhFNFu0GhZ+PCbjtpBxO3YcQQ=,0
LKQcnXHT1rkcKjXA1Y+2UxQzW0U0ZF4lV0DVWYnHvqo=,0
BDkBhrNBuSqI7Zy3cUjLbaAdZQirt9XHHTc8aF/LTDE=,0
VO2df+uqLMj4OWwjOR5adkYCon8ky14TnFj5aKHPLIM=,0
aXGWGKYuN9oyt2KPs5J03wQLbzSGbzY2p2BgAsvwljM=,1
ohtVbaFVQSpKIxYiIzSQlNEEKksIE7KZmifH8VAdMRw=,0
a3ScztB+5LhN6PmDGg5tTHFfFDc8ZP1GFE0S9YqnbnI=,0
HatkLrlc3V7SM7++JBbIvlK7jVbLuRRMmKETrhjIHz8=,0
Lp48/surWl75OQPJSzjZ9yguObtrBKlaSuqw4KZGkAU=,0
tIfy62tmOVkmB0U+J7HvzRq0IlXgOzMi9vhwbUlHHek=,0
K5udR43XEj9Q/1fjafACRtZGjeQc5cvnfFY/dY/hvbA=,0
V0kjywY6DekwsUiPlCuXvYsFLl5QY8MeZNbfl4xvoR8=,0
tQzhuq9pJCbsVv6L2qhA6pd82LB065ST3SXJPYKXQR8=,0
wCskPZ6cW1MAUzsZSPtzY5zlqaF4gR0ON5cFC+hURPU=,0
Zb1b+YO/RZGkuqerfYNQgMdEM5lxOZgvS9e9dZLHkmI=,1
aQWqL78pg7HxkdShkGOQRLXwHeb6plQVwBgaLZsTyJw=,0
8v3Eaocy1W/dolNBv1I8fVjy00xlwGXouZl4qWYWMnQ=,0
lRmdb5YU8O54R6+uf8z/CUtNWsSNhtwy8Q9gpzCEUuE=,0
2cRyv6ktyJShYnI2FVW7qI8sMJwrc1rZQuLMF8id77E=,0
v58lmWwj14bFzNJE95Ig7dBvl4IWabg1KmJTZ7n2Pm0=,0
RKliq143Ra5diqnSJaA3SL/T6FpgeJwE/HpcV6vJN88=,0
A1yysH+X0cCsUDUeFxgxAKhr9jdPbHRmiubLNTyNDb0=,0
WSp9Pq2E8Q2DXCAGekycMHxGAOfIY3wku0itRQrm6Zc=,1
iByqfQaalbVO/uqm2DVBm5rBZxPqmaZcFnYH2aCS/a0=,0
UfIKy2/NJqaMNOlLm8Sgt4c5u0QkS8DyqkYPaBuefyE=,0
mtlmPOZDmts9d1kosEBZ6wgilLCzo2u+FRUGgQIMfa8=,0
aHZHHFLVZpHwATHgNCUPA0/nIfTeC+NyN1hs/rUjEAc=,0
89xxziSMxUq/5jjaQUg/6LBw48E9dDzKP5loM0WJP1o=,0
Ou+PLmPlSvnKnCjx/YPj4khvOULN4Ldqv7AVjxay6tM=,0
/btRM5prm6FDokjrnG/Eu0eJOkwqYD9KGxw/jvL57/g=,0
KI+nD4FosGsccLZs5aLHKO3D0OCwmPz19KsVrSkbj8A=,0
k2Q9D/efeUux2drbfzvbjlFCO0G5WQ4PNwFOuIZ97uQ=,0
p5J08+QgoT/3AjkAPUXMfP1gaNpUAULCToT1mu57gss=,0
FYz9g/CKDBaJsvQfkULLM8aydhaXzqrRYNSdXD2v53M=,0
QQK3zzL+DoDOiK6odls/dW7W6QNrDJVEX/BkbxPHCKQ=,0
M4mHvmpF624NkhsTyAvCKT/sd2yYgI/ktEDHAW+9Ak4=,0
YVF2YjZ1P7dHJR8RrItbXfGL0/nHenfucsgdJ6mTJCM=,0
uZycyn3CjEivLJ1nhj1sUsIB+PIkwz0QOKKsI9WoEg8=,0
xgqD9wJJUAaal8WH+2+XeIKeu8M6uF6k2pW1tgkbGFk=,1
6ykUiS6TGspYrP4dGy7m+0cdCUZeUNasX5n+KC7V6d8=,0
fX6u9xC3yXyhcythsSp6pA7thPJmh+X7diQrt8DAXB0=,0
lLDzs3ehZ5q5xtnChhORm6idvZ/QjakOl9573DefLa0=,0
6zzu3RWN52O1Hdw6JdCm4p/qyRltNk4UKbc7k/Z4HsI=,0
lV4Td5oMk5efr7h7wF3PeN39aqCAy+xYsCz5UbGxEJw=,0
bESFyzCQp6EY+8Kxr1R36ylB6sTXXy5jI5CQ6CuHZrE=,1
JzZCcXwbCLV1rUP8/d0ToBdLzt3IoK5PnpJRRXUSusE=,0
cjDsXkbb7OszQh7nQI6ktIxrksohshw1sIkz6cOYLVU=,0
Xer9MMIQoDiLkbYSlcMS6SniP6I2RDqrxTcfoGHnYEw=,0
mFs8KBJPlGjjvdHvFlsOIRmDuzkL9P5+BqPC3NSX52s=,0
WZo0huu8Kd1dbCHPcfbsCxRZTljFSCGBvV4I63t/k84=,1
bu23uO8+iHXKskoQmTajupCOludQUSTnX0zmC9T+Jp8=,0
1Su84A8VoJ9fwHtRLyLBKV0Veg+W0Nd8gyW4CUJaESI=,0
CHFnakInA8Ti7itntKDmxGWXYXwxwY19JyanoFGlwyc=,0
ZhJVjKeSniRhL8hE3TvOOHVmwgoVuR6Y/xXLItlek/8=,0
MBtx59bqlm4nnT+/1LtbxPhl3C3Ir+JNDOecg5E8r0g=,0
pTr9GfLJNF5hcRAcgDATQQrQZBffjaXPYWm6AJdsU4A=,0
mFeb7FLu76hCMg5A1M32U3b+Zpeb57IO1TW3U0zXNjc=,0
rJR4MIPjrRM8u1iiCCI3Dgqdd7PKEFpKO5Ea2K8CZrI=,0
Edsd1xqWEETFYkWgAtYxNwSuyGZGeUlqFvas7wOOmyg=,0
VUJG6N7GF95V3AkvqpCoDmCsyaa7sK8ROEnqUUl/goc=,0
EYv94M/BozYsfMxXyVbeNF6eanxhb+QvOvKDrxl8A/0=,0
lueciOF75eiZ6mvgKXEUz5fw2nt++qLzZ2Cq6nVE9Kw=,0
/DzVLargBu1B1VpZJLL9+AhixjsaZIC6kljOMuKLnu0=,1
MzHRNKSi/SjXPWjB8GwhM88jfNfkf4qxeXa6JMwIVe4=,0
6hhZdQta9lmS99TFkGBw5BRZTaohgOlzT/vSazH3Oqk=,0
1NY8NOxFGYe/OZd6qk4cIqna/yO6kbXyyKcrCaOdd6k=,0
diel4a8u4i/Ve1/QwcFetXTmbhwAq0VnydrlIzCDhSo=,0
5CiG+lZGBk7YwDMmpldvPC6t9mAW8MnS4/+xM/YukX0=,0
aqymteq+WolWLXbbBywo6UVd+m/awFxpKb9dGx070hc=,0
cwNkJWQZBgYzmaYL+jXmch+2ipMIuZnCnspR5RtVXIs=,1
QnotkVypqOgn9ZLcvDB+xhUXexT/c4cQcyVJZPWUlZM=,0
vHTL9+xqCcw6lmQ1Dffw+NWT0Oykt/mBh31LboIJEMY=,0
4QT30HmSXgsEfgAed1xeEp8g0yUv2MMGkRGknNOzkBQ=,0
KU6Lzsgp+4W61536YLR1tKP8x2vvG4RupLcX/ymcGig=,0
OS4JNZtYVlORssLqb+xYaRjKXOJSrwgVGkwWLptB21c=,0
c4koX4lObssZG+t+kp1b8M/saJHF7MRQbIyA6RHhg00=,0
8sndD1HGcqs2sdHmCSJUV8oCZyACFG0whlaj2JRSgng=,0
V+S466XvsIGK0GTSHTMtPXwOW2Nzd5zi9Vl33m2PaCA=,0
00iVF/VnZrpmeWoFeXlQNFgEkvi0Rn5UArMQENjxIjU=,0
jpzBoB5gMBkHalCSaM7VpgTKeO0Mzu1Ep4WgpHad3Rs=,0
xYuQDrsOCtiIivRRY9XJ0K+rbDmnWjk7+p0aPbchRLc=,0
hdHEDxNdAy44b9HZ50zPr725Bg8ydxwvwmlXCX3r5M8=,0
n1SgMdhZqLXtYBWfaRjdUkdzuDQ6IT/5Y0sbGjmUuPA=,0
OxymLr7yvCI8Z+F0jtC/4z9hobhvBjnthbVV8nox/mY=,0
kjYKVlHvozmUVK6+uKlXx6YEYX7G39ZYD+9c48b16HY=,0
KzK1Tvj/YKvxIoQXXoyeEC8pcgJLdlChXYCVOGwvC0o=,0
q1B3EZ4Pq9NE4798hhkpOu59NStddoQdBpGszAVFejc=,0
z+yv5+9PrnZhX4yg23e1F9KEQi+FMD1hR9clZKjVN7g=,0
UgJFLHp7bbSP0UXdj2wvYdoq0VHTNLWqBQGHkzSty2Y=,0
15iFJXmMVo6kzyh1TmKhpyIFzaAvq46NAYAeVcQGlPU=,0
XzFT4jNHnISEb7b5IQ7q6dR0H7yAD2u/iR8EIXuaurA=,0
ENvyQjMWJAtpnlcU4i1n/Nr//UrThjdaJJ/4G67SSLw=,0
lH2mPS87u2keF7ZdgIQQu3T7FuJQPy+xLMR2waHLySs=,0
mD+Yso9Xu0RfNmUQHealLRuWTGorL4wP7yRnFF+A+wM=,0
JZPMu09Mktedf3TRcCDUzzhS6RumZgqcQqKvpJuVWuQ=,0
6V4ec5QlcI5GsOcN+3YQnSSFjyZFDBNITod6Uq6iyDQ=,0
RwlBCo4oofDj9CCwP+2sUOGmwgKSVK2p+gcu5WqXU3A=,0
6EBuydz6fLNzy2wOWR+ecYvcmE7H79OuE+y8P8vQWBQ=,0
toCrHBUnfKvalOthhwEk4/GgjO2INKDka9ApHuYgfjk=,0
XC+i7XFFUVAyurxNv122CA1yrvQQRjj33Klqcsyrb/s=,0
cCctX3A4sh2dlA8g7nqwo9f5ncGJnGtaZMd7wjfMIWw=,0
xGUxT5EHohuhpwLB9+diIZQ17H3MvWtzWSJIumWZTQ0=,0
fTZ9x+Uph9CYS5nyWHRdECdjcSvx09Da2TYJZKWdQDE=,0
epEFMeHCCsRVGlFUvhJ3r82HWt+fMITTfbTvQgEcwJQ=,0
h8zVNDfpIUOeCNvkeGo8sZ+cPGBs0d94nUoEUSVrY1Y=,0
mLWjBjF5TPKOYuarB8skI+UPyNBCd/U9GCvYDG34JxE=,0
wB/lSgwQnNvKGJniEswp0o2UPLVz8fYJgS8ozOhAXpc=,0
QxQxn/Q1oSQ2Y7+PNJYoPbV9kxGZn0W6fhqpOIoqe7Y=,0
+d/GVmKI+Il7IwCjriIBKQqW046OvkeGWKnz5MbKkHo=,0
cwNYfpWmspMUI9xXIdzBgyq7nqS5pOPcDhZRBlKnsa4=,1
+6/DtYHh5EkCfWLc4W0fqmx9VzmDuXRRL/NdcBocvbI=,0
CbjZ4mtFCdoN/7SwOiDdY3Yt6AeiKR67/8P2IF5m8Bw=,0
GC9AHPccWKZZOmridWtYjoWuCU9cUll6J+vVKZS84WE=,0
yF2qcSUWvCjyiMtss+AhvoeFJhuNB8jbZfyoGiCmwCc=,0
rcrTH/JY8LuM89p/fuNjT3AhX9xcJjK9XLDl5GwpkkY=,0
XSq8t8Z72w14g0jo6Ezjzrq9llZVMYcl4JFbv1vSJOM=,0
ROMtOiNWT04WgBWsUBNGYkG8jIveEUk04k3HP+4gra4=,0
TrL+X+6M0Rav5+gv9Uf7VCtzmAq9TXdcwlxFoj/mpZs=,1
la03dCHvyQJ9VTSnd9lPn6kvxR1p+7b83+PL4W9eA8A=,0
t1YaCjq4er+zUZgyGDLGWslEvdUeE3KK5nmFsiiQyhY=,0
f0pUZ1EbNeW57o0sZSR6gvUZHvaNIXtLdM0qnHnOlGo=,0
zBrJNrIZfNXMCsAOgiZjBdidWU68wnSEM6MdvAbzBd8=,0
OXnLnBtW+RQgsTip1HqLE+Nxnvo5sdxjFA3zOGM9/ug=,0
wwPp2rmoLMeV8aKjcNNq2VxB5PxPvW81y1LlTG6GjOw=,0
3faQpRDTGKLH4dIa85G6XSw/zR8k4O2Lk630u04uy/I=,0
s26i4Im4igEd60eKBRwOyQ6wkNaZfNNdTcdFNAZUmK8=,0
otl6oEgpAM1lWwjRbPY+8S672Dmpupvb1Lr+PB3/qo8=,0
R7WnZq31oxQttLj3noY+qzoESO4I2UTq51xGVkvgAHo=,0
Ih4lmPBFtn+q7DvonN7JQsoc+3i0VB8SEep3g9jUC18=,0
0oXgXPFqdKoZ6C+ew/b5OVhmRm8H60KqmwnL5GhEVYo=,0
xiOR0bHpaSTH8W1URhNJYshyeuNhm/zlcrG5TlcpCQU=,0
7S6UTNm+1FXRhF5U1dVudrSwTZ2leKLLikxIoeB86GI=,0
WPS7/mtlXkFBWwH0v7yRp61LuyuLmwJA+xp20TioYh8=,1
sSnrRV4b6eRtp9finCZXo5Lo4mqcp2HoZzwGqKUfNAE=,0
NeH47OvC6LEnrlIEwhMCYGp9U4E1y+wskZ0m5bio3QI=,0
f0oCNnYoNoa9uoEnyX5Yr/mG7V19Qrp5l9LGYUnZgHY=,0
OCdxaNaM2ZRBKTOzILO9dqO87TRCaRcfzX2LhC9weY8=,0
Gem4Uzmma0BYPB+EtZ47Ruzo/m17XZnaTTbjhZ4D/xE=,0
PaVYfi5n16Bq0czc4mc7GPSK/Xd/BP9KvwWS2U4SgUs=,0
71whuKGhfJuULft/tYfkL1zf7Hk7jD91elKVuFfODA8=,1
A/dcQDmbUwaDe7XHx7TLGbbDjNSisKzKUBWeZxgDffM=,0
s/au8mRqWMLBIMpV4W4vKABXtU0ltK5EtVR3O63aaLQ=,0
nfqKXPKoEOxnGoW4SWk8Vr37a/uQ7M7ts9yHJnCDxlE=,0
m04xTw+eNVXT55umHsxLfos9uyXpz5UAYbQHJljHZgE=,0
nKWNCV6Eqke2oIe6WBIzl4DtatvJpUCN2yREYNYopSM=,0
unsDGkM7nLCq25KuaW2bm7o+0IQaRlTe3X0/SpMuDi4=,1
qBOcko6WC83XNR4a0RvIXf1ABkNNkxngW0fyISFyQ14=,0
Fkkf8tJGo4BMNLZOv8Rt+CDNEazZa7+1x3BF/nFX5jY=,0
SchuYVVmY5Xe5EDkm07klONMyZ6/Dur0xY6tDNpGbs4=,0
n/tw9Q85Z4i4nJ6jHvczAadgo8gXeXXaY76JVf0tD6c=,0
iigQGs6n1qhbd1AQVdd6HGUo6dBUOHyc0AqDlvFR0Ws=,1
jQx2DLhW10fjd/oYbgbLaT8HjfUdWiSAAhoQXlZjmNc=,0
ZLuFivOZncZnoXKNHx2qNa6kJSv2SSpVl2LWg3aYaaU=,0
xAefB8ubiOt26njSmC4m3cEM8XpKJB1V6cFDcjMBeVI=,1
EWNfe2FZ9jlzqILGFDD1CjwU/7WzQ7RKVyHx6qulsSk=,0
vPnAZE7rMYJ9XybL77mUzT6M7KMpBpWyKsbxyWUZZIY=,0
SbihJstZFYwnBhnAk7+9oHA96O52rEbhhqokyHvVMgE=,0
593+N1YTv/CyDhg+P0A0JLIT44+mXgURVY8NFC/qYQs=,0
hTNNq1rgENOzIryxWBW26//CKXX3DWii3k1YFsFWryQ=,0
S0pF5qNJTXCAdmCsB5NPjAz3onU2rXEgEt05Ki+Iulw=,0
GSCe632pRNNExiA1SMPqt74i/7X77t9TKNCLDw1B1PY=,1
Xzm98O09QH3r+NwJ6OzWIAqadGjqy4zUYFRfzhq5bKs=,0
jXUCPU2MoO3pNGLp/JSNZLOWkuUbYDf02LjQPkLJrA4=,0
INA/hGmhugphvfbruA8eyZQGuTYXb1W5pYjd/6/U2jc=,0
CWzp1cYfa5A70qLcoZyQPL17yqOlpqqT9t4Vlh72VVA=,0
CD+w7uvPfT9TMqr4Zwf++L1SX7hBbAnueVtw5NEFyUg=,0
6AI0KnbRuAQr8JsKo5kMmGaPUed3m+M/qEfyvQnWyA8=,0
8H2hcVjPNzZohLVKg6YitCSBkPc7b3h4niV80rcwNIU=,0
tFfZWJRoDJ5FIB4FN3dRSZPVeB3Y6ERJ6DzC+lXEG74=,0
c8WVHMKLWMnDd9+M/y7H8tXcT1rgyTMlptt82mUw0yc=,0
jdybOBMrl6tc4ym27L+laHUN0whqrVsB1+AvmoW9ZG4=,1
H+vuRRqw+3LYmEFrRRvMMD/5Wx7l4N5KTBdfu+nbiVA=,0
bllob+ViMC181UceNO6KdGH2CiVHBGz3i4VdqNcXU1w=,0
eyyyXEwC2FPDyLPn3KIL7zFUVI8kqg6x78M1RJc/x0E=,0
AMB2Nmu4tJFjHX2cQT4Au7y4MDfBUOARghfZasiF7bs=,0
CBxZq6nY9HCrJCTB1cG6tbY5Ripp+Une4qYlFtE9ck4=,1
osKpft5BdFc+8sAX8tCrxr1znn3hVL1+FLy0xLjClgw=,0
XS+TF4sU4EC+NqBabdkOGHYn4GoeAMGinGvJqk7XkxE=,0
2lYyr5f42IdARkXuQteg16LydHmF/rYdou1uDrgI/Ds=,0
4o2tbkS18A9f+iWNBxi9wFKw7WRJO1ZfHV4Wr/bFva0=,0
ltJ3KX3TZSksfbGzFdUrzLh8P35yVnr58tMr92jULgo=,1
xfy1CqifqWEeHK+p8vlXduTEl3BnelBVuztxuo5ikbA=,0
MApUxAyF/EhJmOII3b0YfD5cMQXLLql9cxm4uI9076Q=,0
9/iqBW5o5vaYroxr5t65KcEZ4Cj590Bd5bunnyioJDg=,0
vluJ63wyv9fbASFs4qZQdQC+iZz5b8iHB0TvHB+rAz4=,0
VjmE+u4/gCawkE07eyHZzGh1Nxao6NJxZHHDduU7mxo=,0
G2fJ2sEwBOm24TUIPPNBTBgFciyQg4+hKkkz3TZ/ZyI=,0
efNlEqV1ji7FCnPTp2YCQRmoiqhU92xSDwUVtCfkWq4=,0
sgm61bMLUK3/fyYQlOTlEorNrFJZZMSh2tAEzs/2Vnk=,0
PnWZs7ZRqWpU3DIv20N+a0rekkoGI+58NUPeOaDQBqg=,0
/yU5dyratSrqtZ0miJ+LhizhwkH5Dp+fW5qGPolr+YQ=,0
w0odu3b4AELmn+cdjNRucqSBXyWVm95X1m0wqU4GVd0=,0
oO4B2GSSfK5OS3nE6jjwaoodf5qx+g5WMAc4ihjthxs=,0
eEHtMSpUgKMy9ip/XiktB685FAKMrx9ZmtOctg2U+WA=,0
Eqg9A/xE1G1+jiGiDO0svrBIFk3yHWvFHbMwyJMQrLU=,1
Tv1gPtHt4eQr751DPR6TMD7m9UbrVJgTMAN44LZnje0=,0
ZDmVN5m+HKGEVjQboPMyUBcn4O0SuuzZ/0/RAxthuP4=,1
HiCq0BNTQ2RJcVgGga+njNzV9FQqPar/jb6xhRuPvyY=,0
Gvr0hCERy63EsUZGIQqSuErtj1Qgf0F83TLzorBHBSo=,0
Nv1g/HmzznAEtZZXrqFlE0b4F5gx5xd4+XVOIxVoOzg=,0
jbEDSzlX4ShKXZTbCNGkOoeSaHyGHOZi/hzTYPzC9ls=,0
gd1f1C3x8sBXxhwlfMpmKrtAdvXOm4ORw6cnw7X0MvQ=,0
uWuYygtm8LBwYVd0Hzok+S8JlMYq9Toj/MyIqv2xouo=,0
3+HpeC8bKHqE2yroWEiCbaP02q1HcBnpQHtXpHtwaLg=,0
6gzxWlUC6azlJ/N3BoR/kL8Fd9kKkVjJg8VOqmwKmpk=,0
foP1R+vlUmNLN7oOa78fpwOyVJVPwOfNT49zodRTiZo=,0
kejweDPrrvYh5L9Z5jx8chPA8n/lWFw27tf40B4uHE4=,0
hmgKBN6a4pf/WVapYABxaM86kjv+H70FLASwSlv0LMc=,0
9Op90Jhz4Gn1zJun11R5BfL1BBUD65w8mGM1mIjLbpw=,1
aHs4uHCy1Wj9U4WbhL1MC7J81K6STlKorYg09+cxStg=,0
LQ/dzJPvIdtYXX+bdMTqZhE+M4DLOzMqw5xG1mfR2g8=,0
7Je8MpDnjBMZjsPyT/cj4NovgP3A7kVYveCZk9wMaOE=,1
ZM9O6usWqnIhrgJ4tLKS8nSvnQSrocB8fB0X5nyeluY=,1
DdEsJnP0imTLl/8U0hjVDKGWv5gvu7Re6gKN67CZ8QU=,0
UsqcG3ikCyaUWqitVHsfCXt72KTis7vX96Qkf9JtEi4=,0
XIFg9w5SvEMgM+dBMEbC01R/ZRy5vQHlbjKzyI9x8L4=,0
6mOGgTsGrGQkmXzWxotts5NWcCw4yfeBoVOas6h926c=,0
ENB+xMJA+Xffaq3tsVOMlnkpPqrHDlDPDSDInDe53Uc=,0
AOlm4ff4HtjJmYCqRNSFjydRP+el2busVbyH7/a7GTU=,1
mSYoHbi5GPT8L4fN8/CRwKgzRDrRUjG/fEKJOFyzagI=,0
C9XSr0hXQrTnpr6bmXLsYJaSz7o+PhNrExKtKrVzXQM=,0
o6cqq08cMoQ6vPWf8tFBLff9FNZZ1DyU6tR1Y1dzGFw=,0
yK/9uWyq/zKAb8s7DKt4OL/ddkZ5tQoME6mF5F4HiNQ=,0
8pamnwgLe+rizL45HwZRmUq88onbEwzCSHC7nD1hHuQ=,0
sLkvufLeRZJJmlytXefQxC3bvjOcoBSFe4bzcz5G/Mk=,0
QoDPlT3v8jtzZvffzegs9EOB9ER2sDu1Aah/GhLNzeI=,0
e9/HTtdgsw77JTTpAdl+5DOXRUdsMNZNTbkP79JTpw0=,0
EdnWmTRw/i/PyK5VDlcA0nqnJXnfmMYDYSqff1QWmSk=,0
5rC8GgGrh7xL2UInJmUoKmJZrSoYHRqcdKdnz9eg2iY=,0
3c93L7v+mdXmkubmaTiBsqxZCpvkk+LaoJP6FCzPWXI=,0
jp9dNhn5thf4FYnS+4k7yRMi8grbVz0YBEu/LKZuM6s=,0
AsbkpiGZ+dhSmt5jtZmBnRREg4OuwtV2+PIpfDcJAaM=,0
+XRUOt8d6k1Je9N4k/X6wWVxRMofFCCGf4B+Mh/U+e8=,0
Pqoy/cusR1JwNbEGPnbHwClSw8LQExDGlPwv98B/FTw=,0
CpUDi0n8VddwJuUk9RBndms82ISusgqZV1ymGjbnO/g=,0
T138NvY4O+LD0ylspHLPfR/D25d3KByMQ7yCAge71Lk=,1
hqHm9C/G9s6AGv/LtIyjXJZc5UH0RUrc2wetc5njC4w=,0
2+3b4Eexe5luHaciHXpnpCitFkIcUuBjPCzxYa4DdgA=,0
V1KNkegkUY2mzeoN2cCDDGcvrpoUjM/UO6h/P+ufCkM=,1
almcXCEALIfIFeajhlGMtNNfPMGolp1/8ciE0II8pJM=,0
YW7/BBkloNu1yenv6OIYyUs27wY34sh2BdYzf+r07w8=,0
ypu2IRrXz51PdfumxYE4rCULIaqFeSP8XdFzw6zM0Us=,0
kgAELrjQISvL3zrJ38Togluc60Zb70IQlBiYl1nnu6Q=,0
U+iZnOzoV66UqzR6DBBYLd1dges5SfalIgdWZ0Kwnmk=,0
NVz8hxTTVBfPFtypm2kpQAD34RURsItNp22ENL+KMTg=,0
IaBkjhoVdljefpZHsSJ7ib7nPdUk+BWg2UoASrnwEsE=,0
kvz30uTfwjqnJqEPUQdM2r2sIdh8hfnu4yxHmrOCHwM=,0
pO1Ebt+0F7MN1tABtcSM7QD69x5XBiu5Zjm0Wq9AfZw=,0
AnzacaW8UjokA1kwGKfMuVh4vz1QjB8vWtm8FESBbiU=,0
4GDMNZbyTQ/iadJKnErXpx7F864EBWDEIySvi6pTNds=,0
1qCtYCB7R2O2KkCZ0oT3b1Q1MoxhClpWUJ5zH0PPxLI=,0
+y+5nHrrF3F5hJBseB3qF/2g/IKcnMWOX0yDB6XNmWI=,0
jQ+U+kSk1F4VcoB94I4WTt3YT7htzmWwuR1ADj9huos=,0
oSRNTH0mlzzVnZm5DJ/bxygUzjKs6d/PwXQ6n65BjM0=,1
0O2ybUDh7VCsUs3XjDLNS/rWLxWymgYzOecw7wofDX8=,0
T91rUeWB/CFl9TK6shiWbPjFgKvnu1QjVJYD3+TiRP8=,0
pwhohwITfu9IeWZSZdyfQK21eOOoB9m0KD/kFhS07oE=,0
QZy9b8Rx8lx3kOqSlZ37O/0CWY0Cn/BLPA8nLMfZ+MU=,0
jyEImP3tkydPd8D6G7Fblaacw/Etg2HmRRlL38D6oTI=,0
tb92+x8qLfznL6dNZMumX9JOvnnaoKFbJJZ15fodH/c=,1
MDPBYx0uEMympwcv3kxn65pVn53KV+z+ddol4sC+e7U=,1
634dYYlmoGyCFvmx96vsk0jSJduK/XtgQpl1WsiHbaU=,0
sO9H3HJyNDlWpLnpsHP5W9vsAeTba5tXzvCwz486QUA=,0
ieFwX1uARhYa7K5J7ds1BEQdRSdLyQZyokQ64ALEr+g=,0
kF6fHf4QZZmJde7YamDGCKy8/PDxIYFxq8Q4ASoLDWI=,0
TJWduMs26Ss5EbDQyG9aCqhkpnXXiovVYnOVH4/pSJ8=,1
4AkD7wiwtfy2/DWTzFLXgqGWNBOHB71zyL4EQ6lXOFQ=,0
FNdZ0iEAeXxZ4RhxpvpprW/AeHmLeB72EPckAbxJl8Q=,0
Q00RPEqGHEPgLA9W63rV6TOUpHzllN1n9d8PLVBIcsk=,0
VHCvjy70Pm9sGyqD8L5uSevGZNrdhdx0ZNHCo463vgM=,0
ws4y+CNzrDwXLcsSQa6Q0DCrN4wztzytTNCgjHvJ29I=,0
sIiNRpub2wzwYbaggGLqolitZ0olUJmXlf/pe8qzi+Q=,0
6vfmCbRwQKVx9Gys8hKIyXToFcvcRGx4sZKYzbfph2s=,0
W32AhlDzENsGutlh+gQhlpUPTSjCJjF1Y5shfANs2DU=,0
8NkTTatsLKH6J+MZKKQ2/S7BZb8YifQzDzLD1C8hNmU=,0
PruivfUMzXK1/eTfq26nRpS/beXemJBf6IsqOfr3xSE=,0
2HdKOgLdmNXfxsp/u0mEkX+Z5wik+6yKYkBxmea5e8I=,0
