msno,city,bd,gender,registered_via,registration_init_time
5FVpkpy3hEtEn53on7w1hv5yTAQ7ZiEZYoogeeRV3Ik=,4,29,male,7,20161024
jD89IgrWzvkh/4Plo6Sa+XjGVwGrjsnDqbUBgfcUL2E=,5,48,male,7,20100603
pwHQ6g2wFNYvUvNMRMSKo8bGYNzZ6i4/ZLryL7o6GbU=,13,25,female,9,20090331
lu00nUjZZY3XfJBUFiKInykQF912GFaE2lThKg6u7i0=,5,25,female,9,20090404
oWjjILl5ZpL+mIyzmuOeFvrH8mxyopelJa/WhsfRlG4=,21,38,male,9,20040724
oaZeubYpAyIfRHUpg738R3xZvBmJdZxzDjm87uEDEhI=,17,41,male,3,20121230
g+RWiNtLhOaTH2q0iFUIKzpQlGKFrmuDME7uhZpT1QI=,14,44,female,9,20120204
Wg7365SAcvVanWN4c8ps7MpFd6YgZ1Epj9yEVu7DqNA=,22,35,male,3,20120317
jrEvsD64sATV2mh2D81b4tmnmsop5Q9ogzHV+lNOCn0=,13,30,male,9,20080106
+oQ1kb5/fQd334YqjeiY5oAhugwcJhbZeNTrkTIaHlY=,6,51,male,9,20060316
R6wpQ5/86taFkWlGZfVe2OuZGyLUxaN4yHMom931SaM=,5,26,male,9,20060407
uLPXmqG3m+ePdHNnhyYaLt798DhnIkcCHJlFYUpcw3A=,15,43,female,3,20120622
lrGxHAB4hk+LHzuMwKEDnN74uAWvYViY4S9LjJxMPXs=,5,25,female,7,20120811
pGhEzDLvY3YKg2dMDxtBJ/fCPiWCquAPeFQsxkRCTnY=,13,47,male,3,20120822
JaOCnNOQjWzN4U7dWxUelzGsLPu8iA8TTYxIbDMLOPY=,1,49,female,7,20130730
t1FnJo2W2AkOzxIp2MFmILCuFJj2O4yKhhNewUJ24yo=,13,35,female,9,20060115
oQzWogHJ55WXdoPG8pVaAZrxI6/NC7n6u5c/8OuKvd0=,8,22,female,4,20160221
oHL3o6pmlG0n0wMJE9LUyrF/+SwVHTZOis3AOxPeihs=,6,27,female,9,20080125
bvuibP85Vp0Go5eZhPTJ/2kHJTc/X+ggC+WqaSlfH3c=,13,36,female,9,20080909
WIr24QWE2OdA+KytJFDxN0MvL9lJbdLlxQD126WUV7Q=,1,26,female,9,20081104
c8WVHMKLWMnDd9+M/y7H8tXcT1rgyTMlptt82mUw0yc=,13,25,male,3,20121014
Zdhg7oTeAmZhgCi+BKwKBrtG29hGfnPIcFdzFzplHPY=,22,39,female,9,20160709
E0rZIdqSHG2Jx20uL/ATr94AtBa8thBwv0bcTrsEpJY=,3,17,male,4,20161125
XRulr8LdV1EJTuVN/v7WDc7M2YaJIeaJ4/nIZ1KKLSA=,5,27,male,7,20130302
ROSYYhtTL7gjmGJfkh3zn7vDQJlbs+9CxrIknfTW8y0=,4,34,male,9,20070411
HoRQ1EYEYFI0t6tSXMF23gS2+Eqo8Bh8M+cSl45k6Mg=,5,44,female,3,20121004
5okY++NkF1wyCoaY0+z4q2IHigBq3SdFZesCwx6/bkc=,6,24,male,9,20141102
2yI8lNW/iLFk+SmDR4juSceqPBvBmNnOiLY4B795DUg=,13,13,female,4,20160121
bkhLQZjyOC5WHOIFZPkNc01OOI7n0AzNjX7wO49xoEo=,13,28,female,9,20140728
kftPPJImsHnas5PhMq9VitMwSYhOZS66XIePIOSSGL0=,15,38,female,9,20070803
6QY11i6DowGwRKDB2CdWWYEklWgGRTDeWhgdgJMZZHg=,9,23,female,7,20140826
hb8/bIJ0mCI2QspmqKU8pm9lRGQYrl3QUfwQViLlRz0=,15,32,female,9,20110403
GVaWfMJXaztiJ8XyGTIorJR2hh6TzaIZK04PicFV0SY=,14,53,female,3,20140222
RD1syq0+Inj9LV4BGbNkvntpIPN7azCg7DHev9MlUJI=,13,36,male,7,20110127
McIDhaXfxk1F45KLfBQ2jm2MvYYQ06dTgHRgk3MgptA=,9,31,female,9,20110228
uSn9tvXqBmHrXxxrsmrKM1KNIPPlJv8Os+P9sm1rr/Y=,5,32,female,7,20110304
2G4AaLomEHv2wI8EN/ARInk4y2RvBqLsLbfNzOMF6I4=,22,36,female,7,20110312
eE6c8NmvaaPP8YZm5DrGJOahMew7Rx7fQcxhrNfDYlg=,6,28,female,9,20161011
HeLD2FIKGornevOokFcOXFfcRy1qsGyXGOlgCw8C+9I=,22,26,female,3,20140514
wQX3w4fmyWhOnKzGM5FkuTcyk65KCTeZMeX6gYdlExk=,13,20,male,3,20130201
kjYKVlHvozmUVK6+uKlXx6YEYX7G39ZYD+9c48b16HY=,5,43,female,3,20130221
jQ+NvMU+PiQKojWx/Ty87zF23E0Tr69TGtUxW2Nfouw=,13,51,female,7,20151110
66tyfGj3/5FhrgbWD0CZFYy6ZMFCBgbKDWbNrM/ufdc=,13,25,male,4,20160322
v/oeaYq6itXffo54IerdsEkuUNkAe66yEirv77GYzEc=,4,20,male,7,20150806
cczq7YEK0X1DInLnslIAKR8Fe0TzlAqWpURYtUAM3Xg=,5,35,female,9,20091225
J8EWbMWD96Ww45aKEZYeJ1S3TkHhUu630wqbX699n6w=,13,37,male,9,20100131
lnuZdJlp81acbGAkaKKTPqHGO1gyH4+v6DIU4NZaoTk=,15,21,male,3,20121013
GiwOY8l/lt/hovRLP3bbB/J1JSDUUvA6MwTbYTfnl9U=,5,49,male,9,20090917
fRR/pIM43nxeiIreV5Av/ph+59EWOfD6ViyLzQQVfaI=,4,32,male,9,20091124
ca4eKAp+tk3v+24JbgI/LEFyGJ4Ye688SZgkBS+7PZs=,15,34,female,9,20091126
0xr+cNE1/4RLEdlAyZCgS2RIxLFZpiUxsNgFPa9/rts=,5,36,female,9,20070917
ozlV2WzQlCRHRyahLfeXmLMitRg9E9m8Cuk03ftSOWA=,5,47,male,9,20071104
QMaDFMY+0/zIitZ1q/1KIikMSfOrv0dJ6/Q7cO+aP2Q=,12,29,female,9,20100502
wqU39al+VyZY82sdd1mZ8G5VpB8JaC/6ORn0IK9iaRU=,22,21,female,9,20090713
josJuzfFB5DrHEEJBiYlon9fQqZASxL5rVbBS1gEe/8=,5,39,male,9,20090810
1rOTgEVt1PmvX9ysz8Vtl2+HxaHSXI+SIi/56vwqKyE=,22,35,female,9,20091002
m4Uox9EFwbjPzDSfulik/3h4ibPHFiVmapVD+7Xp4zQ=,5,30,female,9,20100101
dkTy5MAz+0KztSbl/zbGKvm5b9yMjB1nMIbM6H54CYQ=,8,33,female,9,20070609
NtIPKQq9w7wFI66HGaROSnf17Ita1uxMzerrggXh6Pw=,4,20,female,3,20161027
W6xtdbK/DUf4eBzS9H2m/JZCt0FYjaLohEIZVOahnpY=,3,20,female,9,20100501
/NX4SlU9nWU+jQpWyFJr5+vIaUuDP+qtIq8Bm0woOQs=,13,36,female,3,20130111
1kbelXK8lSoi08N8go7kNQdohspPmq/BeXPdEZwXR10=,4,22,male,9,20060913
CeJ2pEhrDnQvLX1tB2i0O5apoOcG7MoDeL5aUQ5A5mA=,9,27,male,9,20070212
ozudqcZi/DL3vkHX3C+OkJJ4qoN8SNFL+j8rqEWD40A=,5,27,male,9,20070309
GVnB86ncS85q/Ow2jGYGG9g+xfjY207rOLUNZzCQRoA=,12,27,female,9,20131117
Yrzi78budOw1WHFDTrXZHUkpMtho/o4+vi/pYkVPB7I=,5,29,male,7,20141130
1H4ao07BzCXde4CEOygWjG9tRE9wOV5RH42wNFMeI98=,17,34,male,9,20070514
PjB5bLv/+or4hOCsN7un8lEuzua0x72WPwt/ygp2ZIg=,11,23,female,3,20121016
KJiy2ZYQ6A+DJLVJBXM+yGLTInOqG2ugaa/GdD4Ga6w=,13,51,female,9,20100530
UuqUK2Sq/P6B8A1DmyNMaPkuJkYh8Dej9fxekwIe6TU=,13,32,male,9,20100123
G3JMbJZNypzJjkJiXRjLOR6ZiUqI8M5X460xB1FIWj4=,14,14,female,4,20161113
KS1GQHasR0jCjEPkYADVcVqh+zrjvv274UAYKqXSZ5w=,4,24,male,4,20161115
V+zLtXEZqlT8SRuB+7eVGqeq6/kZhYVh6YcvKHcLaas=,9,34,female,9,20070518
EGm3r7k+pCIJq0oRN4n42x0TH8hD2n/+l78/kn9kGGw=,4,18,male,7,20151219
7iQ4E0CDriXcmD6OEVX+f/LaLPgKC8dIsqssDyw9xJ8=,22,31,female,7,20110619
oQb/AncHrypTJPMEXbOyb3f0i1Cx3ldqcM+cjzRiMHY=,14,32,male,9,20110716
vb79y6s+Uir3NuUr/c/P4YTilVZlNCFYRrs4+30jvvI=,18,28,female,9,20110522
0kRYdYXlcv6Wc5rQnJlpI4YIdoGaht1Qkf1N5z+t7sc=,22,23,male,9,20110610
f0OzpFK/K17g99o0u2SdgWpgs9Q+0izgOxZvxh2KjOI=,4,21,female,7,20131115
43VeofK0dRIorcfiZNdaDyJW6Ktbet3Bh/0U/fSjN40=,21,20,male,3,20140109
HuJ1cdxQV8kDflq3aA5yEMPiNbAXFbkvoY2xY6iK9uk=,13,18,male,9,20130517
NrstaQLSx0UtR1sTpma4uEbPVNiH7hL90zyyhJ7NeE8=,4,34,male,7,20130608
tVreKcLl7N110c0WLkLhNYld/A/EWh09xE/FVkfzu9E=,4,17,female,7,20150418
QycX/dKNgpqgLBZhWjd/iW+yi1JQXFQPEvwlynQrZ+A=,5,45,female,7,20100517
SD2o5tmIeGeEW7BBhzE+PjO2S1PX7v695v25vtw3ga0=,13,26,female,7,20100728
GYUFQE9GOlyaHk+ehXtkJdQCbO52GjRgnzPzt0DMeAU=,13,33,male,9,20080718
FZn1DMKKeAmmP909AK6m0hutkQVF70+kUiYGTjetaG8=,12,31,male,9,20081029
gh8cliLMEmMIdfn9GCytjFqDDzLi0N7VejIE7sTEAU8=,5,39,male,9,20150726
WaYCM5WWuCjyY8nf5xc0SBng+COjKV/NBEk+sv7dxg0=,4,26,female,9,20110923
Ujxbs+vUsWBPy+tcrRVV34quD+gmCu6GjHWVkOB2nkk=,13,32,male,9,20140222
94MA9wd194tanTHy3gVXpqRExGOfKuE5RT865QGLRMI=,15,45,female,3,20121206
znQ7QK/O3FZiB3QUKoQh4dKoZbW8GWjKBeJqF9m4ONQ=,11,31,male,9,20090929
vPjy8J93WNwqAWhG2p+LrqwsE8SZDZ0+EmUZTpJDK5o=,6,23,male,9,20130619
4Qhv6A5w7k2QxwMfP6ohlahEVSgnuBseXrvGu8GxY6Q=,13,25,male,9,20110618
f6BNf64x0riBE7KSeMnZiUSpIPONx30OnU5rzgZPisI=,7,22,female,3,20131005
1wmhM2fwaQp2OxYlpwVx4Ugi8bYSoQXAbSnDIqNLYS8=,6,30,female,3,20131013
hdwr73WnjRy9pik+DBn2eMZqu4OpYrjJx5DmlHfqBpQ=,13,35,female,7,20110123
oVyaIJwHT3pDlvkUT7ziJauWuOVQ/94thi6wAQJaOkI=,13,35,male,7,20110211
DnnOJNQeyVCD4sSGv8NKNk6sP/urBzOrThBeWhhHCfI=,13,24,female,9,20110621
DZUcsxIcyjWqqioYIZIBHmmEZNAvMdkyqlCW00fXN8o=,6,32,female,9,20110721
KpzyXE4t1c0ef4ocTXm0GuYMEd1F1aRfS8TAhvlaCCs=,13,35,male,9,20080128
o1GhgQlJJEUpXrPUFhby1R86k0lxLSySjEAesUAipvk=,22,19,male,3,20120922
t76YecyFoxbMwO2Ekf8cJQlKR5KC4ySG0cstiPsdUZU=,4,24,male,9,20121008
CPSbEgB+Ivs5ZNjpZpa2zlnW08mN+d2A86pHYzoUSko=,9,21,female,9,20121025
k0fJ8qXUeC2xTnayTFN4gXlsZTze1ZY2xzzgirIQaYo=,15,22,female,7,20160226
w4cyFRnNIZZKdQxYzT99cw47xibW5XoDe7EHhBGoEgM=,22,31,male,4,20160307
+ZsAqwmpzbxGMf6gmvbRm08BfcmYn5iB7Iup+swbqnE=,12,23,female,7,20140523
AtCHcLj7BNubvCpB6VkJ+N2cHBpR4M+9BBdtYxSAmqE=,5,33,male,7,20100531
W6YksGI4DLTIX35i9Y+h65DZ+GscHcuUe8Gw48cYyb4=,13,49,male,7,20100802
zh5KMfqVA//2MhzWgtucjHg6SfBNTLxXw3om61/ML7Y=,5,45,male,9,20100904
gSPBBBFHXYJB+1pwdtXLOfh8S4aNaG56l4MsWn5RXjc=,5,34,male,9,20100913
4aWjRTzAbjQ66JpTjg+qaKMuvfeKVubF5hLwoDNbeeM=,6,46,male,9,20161218
h3JPvpmXRwBsvhKestkWwl2MRQluAVyJy7OHeYB49C0=,4,25,female,9,20161221
sMEglw3lXRucoi8j/dzf39h0TkmEOPQ9Zcs4gQnkCd8=,6,38,female,9,20070607
dnbfEMoRGeQ/r3qzWVVmQRR2FVJdQ81feWTdsA13DEY=,5,28,male,4,20161113
/E1+cDssfuRaJOdGMbBju3sHcmdgueKpHlIKHTbgqEI=,5,28,male,9,20080614
/DTmhXN/r6MXldF4EOGq/0hstlLJo2GPhfkG2W/OEUo=,22,60,male,7,20100802
vmgl2YZpCkWC2GHW6qPU/s2caYlfe+GY9BohWxLkvbQ=,5,35,male,9,20101029
6aL7Y80IIdw9qGslGTc6ySd5GDfxM0abZjNIkHXoLJ8=,22,35,male,9,20040328
n8lm8NXuAtD0+nXCvzVUqCuh9YztZlTlV4WS4siLYf4=,8,57,male,7,20120201
qeJmjtThSnJ6Xx4/1CC8obByl/uQZH3KqjXUeDEwdfY=,14,27,female,9,20120423
Wa0sNuZzs48AyJo4THD4lM/vdiQHAtDV0hG5BuTUwtE=,13,17,male,3,20151110
yMJydFmQHFuu87Ib85z5BEC5Wjw7L6GxrfTRhkKBaBA=,15,28,male,9,20090619
QI1mgGk0i5BeNysK+JMTZ5C8e8VqpMSlTFBQFdBRGiU=,15,25,male,9,20090801
DCDGJVDw16jeWvW0aPRBoue4hQnXwIZJMvLL0di2aAw=,12,31,male,9,20090812
CPxCqsp8xPRbVOz4hlwVfv6Fqq7a/F7cZO1h5hkSeQs=,17,31,female,9,20131225
j9V/HLDks5HuY2TCu1zEuRyFl1/gUqjJLAVrJyCif2c=,5,18,male,3,20131228
HHJkAgkOUzqzfWcAcH//if/nUnNeBt8k3JaercDMdzY=,5,29,female,7,20110519
nJGnXB87OsX4FOGlpyL3qho6nVXAC/zjjXJg/ctzObI=,13,18,male,3,20130722
/B+wLwdVb6pIu9N72vNm/qz71JjtsYE9TZFcaXnjN/U=,13,30,female,9,20110716
d7w3bcW6KEUTKcqXFyKctVCISd92291gprBqTv4EjJc=,13,25,male,7,20121022
jMW3fwfmhL5bMs7AEOTHvvaexWwV4Vjq3grhC8vXA0g=,17,20,female,3,20120119
/uHkQhXCjdjj1DYJR/QWKq7I+CIyuxeq3jPNJUgiDm0=,6,38,female,3,20120610
UCe/JflPmV7msJM1kCM/maPicvidR0zORADn8HZp7z4=,4,18,male,7,20140525
igQmkj0eoWXehVb1HaIcTJm3j5Wx1LAde8nR9ncJiTg=,22,33,male,9,20060716
s7Cy4d9S0Y3E3Mn8UYBRRS1jezwVwvc9mJ5EOcPfWJA=,10,27,male,9,20040919
cwNYfpWmspMUI9xXIdzBgyq7nqS5pOPcDhZRBlKnsa4=,14,27,female,9,20041118
k1o0zcF5Y5+DAp5GwZMlrRtbjcqfEQWKr1D1VLXm1KA=,14,39,female,9,20050913
Z6hHtcOBzqAnNrrqasnE888xRw0ECicnjB3LYmoAzcM=,6,27,female,3,20120803
NG/9JktbxdSLcwuuU3mH0yE+aQZafSsRiXQcL93F4vc=,4,34,male,3,20130830
wrf7LNHt3Iznmdpjul/ClxCyxz2MBFyCe/06+6IxS8c=,22,29,male,9,20071110
LlK97QVlKwVB5WIMIR2GIaDqcFbYIB0rDvPMJq+pTMc=,12,24,female,9,20071209
imM5+04Uaq9/DhCtCtwBTXCgxVcUxob10tOGVxwb0Uo=,13,35,male,9,20040725
xmxO9WIiaYYrBtGW3+oYzbgoDBVFpqulh+AmBISgYdI=,12,34,female,9,20110114
5NWElNmocee7WmhBh7CSRFmoXFR63m/vlIOSyPdR1k0=,13,52,male,9,20110321
C23qaCIU4CVaSzyadUL+b3NkfZ1icfpI2/0RVucUd7o=,21,34,male,9,20071218
e/DV0++oKDsLblMZI+3ila1CP3SgXM11RIYqZ5QiJnw=,4,22,female,9,20080127
YJjHBy9+CeJ3181eeXTRxJm686YUF1t6gvrb9jf3MSw=,5,35,male,9,20080215
ljuvLkYU7uAhYWIw3Sf3Vsut+n7mwVWeYTzbb+ukmvo=,13,32,female,9,20080130
MqOF0QHKpkkTSNe6RhQxnU8lWaVRZWEhjkDybSxAOmE=,22,34,male,9,20131106
LssiFAvMxT7HoCDDcKdok40Dd+ssfwWEsFtkgEI1bIw=,13,27,male,3,20131121
AEB9W+4JhTYFQ1HUTi1AI86BKZIxwgZ4ZCGFJ36XDSo=,22,23,male,7,20131204
XkUBaO9AdX2HEtns5IqabpsHHGaE+11IHv+GJ9uZW0g=,17,33,female,4,20170224
v5jqxgReg6V9TjYR17YzeVOpXw+0oSmV2C/5PtY41No=,8,24,male,9,20110116
nLoaa89JURHNqV9N0aX7EPTJLZ3h61DWhO3L6/z/rYU=,22,27,male,4,20160711
lpHmhOrTFlLXPEt4Qe3La2Toai38xs6YNZ8JI6Pvu18=,15,27,male,9,20060601
rmR1fRRI6MJoATp7gMxF/sR6R7NKdTMPL2Br0ilO3co=,5,42,male,9,20070420
Zhgx5EoZ0/gqwv+/kpOHOnmWuYxTjmVkfQwfMK/1ICI=,18,20,male,3,20140524
oHmF6D3hjdBej53HITTPilhp9b0pyTDOwIfM3uCNX9U=,13,25,male,3,20131226
BbfnM23z827SHpFvjerUe5NH1EgvVUFZLkJH1s+YbFE=,14,23,female,7,20151228
8bpcMXkUVzNC4fT+vYWtmhD/QcifrT9DyAPrERuJzwc=,22,22,male,4,20160102
nZIFZ2CQKHNyrBHUNl8QKYYxJNLWoNaCjWr2RsoAQBI=,13,27,male,9,20060513
id5VkorO87iKzrbbpvF2ZqK8k35+BuoJEc68LZwIKyk=,4,27,female,9,20070101
0xjoXwEPiZMX5ef6fbgW6SNPLaCX5Duxwg+5/3I4KiQ=,5,25,female,7,20110117
zCT2GvcziKFQF1yF+j1eHVnQEYUcli2rss7SkmlOddE=,18,30,male,7,20110201
lyea1kFsr7fw2rbOCsJy591V+nS0LOzjm3ZPB2T+v2o=,13,32,female,9,20110213
r+9hj0aETix91hWFq4vFdQKgzeA713T6ZZdp2RwgBIM=,13,36,male,9,20100516
nEOIYfBirxvdBtkQnglXAxBVCiPVPs7QblFf+lWjgBU=,5,48,female,7,20101006
WPS7/mtlXkFBWwH0v7yRp61LuyuLmwJA+xp20TioYh8=,4,39,male,7,20101026
ugk/LUaErxQh9zubvTJd1Jmsew1CJ9L3mM/blxQzCsE=,13,21,female,3,20150308
b5s2IyHk8c3rDRd32Psmn9Fr88ypLWcr4aLlN5171fE=,4,22,female,7,20130718
dcIyboidf0+Dy5qPXSHP+yVvB/P80zmvfGLKzqazdoY=,11,32,female,9,20080815
36ecuIC4HzogyuUt6Unx7zELkjZcTeQAqkhP8ULHXMs=,11,26,female,3,20140515
iWmyduqSEAIX+Mv01u9MfRY5dC3UF1s2PuFFqfgNGJQ=,4,24,female,3,20140611
jBFZ4c4zIKK32eEZbHeIZri2Co3LoWevocFd5nOEhQ4=,5,41,male,3,20140704
fByxgjen8I23KT07Jl1kX3VSYPUaH8RoV4ety3x6DBo=,5,31,male,9,20040819
0ktxsMzOnYf5v5O71CWqjTfWSD2SuckAa1NIQ/g1zOs=,13,25,male,9,20050717
CsBuBlBYDsrbycmgwvlJ7AihuIgadEGEOfSeB4yXkLs=,15,40,male,9,20110611
SLljROVxvKTjUzvi7O14HAhYhZPFUl3UdYT3q4QuW4M=,4,29,female,9,20110617
16hZz6lyeo4CsrCWM4R7bw8Cff/ndBrJUF/rNy77RV8=,13,26,female,9,20140628
JDG1JueDhDEZuWE7fo3yYmp+hj32XwVm0/2rUjIsins=,12,29,male,9,20100130
PnbCEPFs9PoiA0RXUPUcaErys8NGH2aZqFiucGRdNxk=,5,20,female,9,20100227
uccyzhDwjKQrH/Lwlu8p/di0hbQajwgrFUz5fjloNSI=,4,29,male,4,20160202
MS5VxY0iIkPnQ7UrhK1Ulm6Ac1JK+sWZACnfOt8NvrQ=,3,28,male,9,20060308
CHFnakInA8Ti7itntKDmxGWXYXwxwY19JyanoFGlwyc=,13,21,male,9,20110116
l4SKKEkH+Xawruq4Ds6tnr0qJQqcKk5TDHiAMsf5L5M=,13,55,female,9,20140628
4ybrETiOtyB2KWfaeO0zkHCcIrRNj9ZEreb95fgHzRU=,13,41,male,9,20110113
ZzZ1H0xE5Q22zLqVzIqNZX2pbReDoFNmkCJ/Jy+BsbI=,4,52,male,9,20110130
PUIoTm+7Eg6IZlgylFpi3s+TyjE1x4VhI/2l9H/nUBg=,13,30,female,7,20110304
jTJnXVvkznUX1O8aumu9f3OO/7d176wo2ohBFgLVK/Y=,22,27,male,9,20051106
vHGhbxrUXJHPgzRYMVqDkiDhzNRLgz7lsnI9otIoT+s=,13,28,female,7,20130923
/06QCmM2NPRRRZ2XFRxBfCciTjPUwrUpOI6YFWQxdQ8=,5,18,male,4,20151114
Sw+LItSSj5J1Siz+ctIle1MaJjgmIMWA2+eVP44EHpI=,12,28,female,9,20111019
W7FS6mmhSZVE9dk8zYmGFV+HdbX4ajSI7eIOSudOLoI=,22,39,male,9,20100926
Nae9c5zdqZhAkruiODw7OiC4FPyW5f/B4/SVEsy6ojQ=,13,38,female,9,20101025
0Ccpv1rCoW7JpUy2q6PW5xODKvn6uyT3yH8LUGoKy6g=,5,23,male,3,20160516
y2goFNgQ6SjNnormMd5X5YYjNSnxjFb+o+rDRTODgsA=,10,21,male,4,20160518
89ofaPX2aj7tifcSB+QpYB4dukYJS04JxKs5IlKrI4Y=,16,24,male,9,20080924
TbZRRG+i4kAtFl/4DAEQG7S5ubLD9q830RWKK8e2XUs=,1,26,male,4,20151110
AQG32sCHmU2yq71EhL8N4v6kpE/8bLjpNBTRuPVTasY=,5,46,male,9,20050630
ELfBe/Fs0zuk/dA1Xp0vz3AfC6dKL2gL2uOqVqRjWvw=,6,33,female,9,20091108
6ovQM2EFTbDkHf9rmjo3LOlaC7Fqlay1WlzyARcDG9s=,13,21,female,9,20101120
YKGFe5fQtxt8yQ6aZxsQ5b//0wL73YSkyZRSh5jCuoQ=,13,30,female,9,20040401
OPFayw71L1aaywHB3etz68sMWvI9rG0yY1URX5IKvGo=,13,33,female,9,20040507
osu+QVPF66wXWrjT+XYMGBrhTGLvXS4EGgrc1mLcq/4=,8,32,male,9,20040716
NUzu1h9yd+Ig8N8xyKp3YxZIrkWMncmwjgACCOYyVOU=,13,35,male,9,20110419
GGYzKY3cALYsSpnaWUn2w0YNvL6EUzlm3Ys6L0KtwT8=,5,52,female,7,20110513
yX74X0Trhfrp8K27uUdCw9j14Aa2hRrUAE/CStsunws=,13,35,male,9,20100527
/3ndwCCcNUTfRbCG4Cb6TvgT+7Q3I2aJGEToD5kWD7g=,13,32,male,9,20100626
S0kFldr/H8MzeoeLKEJm4v1yEssPAeJW0JCGfdIrGjo=,6,31,male,9,20161007
uu3VshAyJ82Vgp+zbquatU8+aKlxfbsbm5xzII8ZWjk=,5,26,male,3,20130108
qUfk9o2zsWud9/zhD487GuhXY5XxHPStnutUY48fgVc=,15,20,male,3,20151206
ul596SLV10a5pAzn4v1jT9fLFrbfxvt4leXzcdCrQR0=,13,20,female,3,20150728
ihACZDY/EBnq+cNaocSRHe+MCF4EM/iSkDlhwboKnVk=,6,39,female,3,20150729
R/mjTHiTLK0i5Wj/5vFroLweo8xrOkd/MfFZjk9j5d8=,6,24,female,3,20150809
SMM+nkEjB/CmoUfdhGIXry4OPI1nkiguSq+I9Lzefe0=,13,22,female,9,20080517
QXrk6TTcDpIV8C39SAXsNEIjtJbPz6O1E8sITqLzaow=,15,50,male,9,20080617
0zXsBg1EPtxlmOHYSfSSG4hnNZB9s5cgJIGhPG2RZGk=,15,19,male,9,20130212
tLjx2o8NFli9eou/JM9JbxqcRPrPWqUxdMHaGYmMatE=,15,36,female,9,20060427
+xixsy3uy+djLakQZeo1VIMqYHGSb8nr+WkcjUyCFZY=,5,15,male,4,20160710
klNBvAPkQbxekiyhxNGsLh/j7m+tvDEl5eOQtQIcFI4=,13,33,male,9,20110316
wHWgbkEnlo2ghCwyTa+IRWthH7Vs9Y/eDAa88QXvGe0=,13,32,male,9,20060126
U1aVGyp8YaC2oixD37Q+LYyZh9dVQMcNja4uqC+q+a8=,5,29,male,9,20060228
xqiFVoOU3iMXhVwCf9tMjQtYmSSlGOFIRqI4ZQLuPAs=,15,26,male,9,20060409
tb0+Pdn2pXArAdRa0I01//CHXW5i9m5S4CSobq5F/6w=,9,30,female,7,20110809
ju8Y6ohhZMfqzf0MiIQxjiNub1ywNnzyx02z+ew8hDU=,13,33,male,7,20130307
udW4MhilxqOdsTJXvfCWlCEDAd0q6VkOecZAS9Hnjx4=,6,46,male,9,20130315
qp1TQlZTkAuc9/SgYF+hhitpEC6FqC/jKxWSWGHVWVY=,13,26,female,9,20100110
fcGICAS34lFPA2gFIqzOWB9U+I3PIEDv3xmHjey3/8I=,13,39,female,3,20121225
ZP5XDp0cW9OYidBazOvxLmkF0N0wn9jCXMSMBNkIUeU=,14,21,male,3,20130819
c6EUyJiRgjEwjOC2UMl4Z1iU+3LzK8m9VSY0hIXRK6E=,4,22,female,3,20130505
sZu9M/WDqDDb0TWgLricQY2IcciPt+3Am/xEB4C9/Bw=,15,32,male,9,20130623
0AqPO1hcH5EdX7ODVoHhk6ANBzyj8iizVbT8LB7P4B0=,13,23,female,3,20141112
Ivqi06jQWH+e4xkh9JnPPH8a0cCTk7rBtlUEMT2/u8E=,5,33,female,9,20100711
w+46rlx/Vb2OEcwnfCGccQJVwGox3qrK+QzO1y21QBM=,13,27,female,9,20100926
YysTGMacV92eN47QvjvcTe29Zmz4DLrHJyQuzH0nJa0=,5,32,male,9,20120318
hcw8ujMCxHx57WltcjfY2pqEqSD14ZxLGd9RPWrumtM=,5,34,female,9,20120511
UsoEkIHK5olyAD2Jtvwa7yTNHX+4f6Cmw6NtGsN9gVo=,13,23,male,3,20120520
MN/4eTO4g3o03+MJ2s0OBQ0iqhNKn4VzY2228vgl98M=,4,38,male,7,20151206
2c1qrxa/JmLmU3Ixq8KIJDf9N9JRqF8b4M5CSvfjfn4=,5,55,male,9,20070905
OOroO7hNg18zKXbCfOrvnoGbATOyXimv0FSKJaIIn3s=,14,32,male,3,20120701
FZdlruKHw3CzCtdXtKfBDHIPKRkiAzBRqox1lxr9188=,4,25,female,9,20110403
6/W9ycfNjvaxZFeS7ILyWerQwUOYzqIZOUZfo6WOzYQ=,13,30,female,9,20110504
H5wG8uhddZqEV4Q/p2FfX3/q8nmBAiYFhuo7ipqBfKg=,5,20,female,7,20140724
tHTL+j2tGwvXAKU5AJL/FE75dXDC6UIORANNodLHCdg=,5,28,female,9,20071115
n+fsxRBMLQhltXrc+RaqDr32Z0Q/tJuNsI/5lWzQC/M=,13,24,male,3,20120611
Z8sGc+CCScLUPiwWb8+eCvlfTvsEiLh4qtWLnm4Pky4=,13,25,female,9,20120801
UAOCCgmYBwGYyn7QIHurqYLDsnC4q2b/bKIwqaUnNZw=,15,28,male,3,20150322
2JV/k5mAWGWHRU3MOzjz0HKRyx1Mo/JDDZEs2zOsBP0=,4,21,female,9,20150406
k0VnlpU5Ctpy+UTm/LXMW3Q/quSEWP5f1uZiRDJVH+M=,10,27,male,9,20110101
j4+P0AdDy8twp/cDU7VrKnCpNpXuOKwdOLEpQfZO/E4=,15,22,female,9,20110226
oQ9zY1uMYpsHMYylAtBfIfQZPRa6vGj9j7k+YUx2+00=,22,31,female,9,20110612
LcnVwbt/lVSx8D/So0OWVgiRGaxYhSeu5W35GD5kL7g=,13,27,female,9,20150211
