msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
xeM7tE7GYD7eTNKyNrj1ZQXAphOE5Nwo37P9e5DZ8T4=,31,30,149,149,1,2016-10-28,2016-10-28,1
uHhUGmFZIpCx69fZN8qPwc9onzxGXeHevTBiSmYB6pc=,36,30,180,180,1,2016-12-05,2017-01-04,0
w+eCrJ+aQ41l6IZHEsuHe8MrdfUfS1S5J3bBlHl0vNY=,40,30,149,149,1,2016-10-13,2016-11-12,0
NKFaB4Pqa7/T/GMHT7HLd06Us9cKfNtq997yC7it/VU=,41,30,149,149,1,2016-10-01,2016-11-03,0
wA6HevY/8JTcxrwu4qEAlW499TgI+6867Ous2Q/E9Y0=,38,30,149,149,0,2017-01-31,2017-03-02,0
E5AO2acPrrfJ/QeJUGnsqjO+GVzc4l4QIAFmQpHJpuc=,38,30,149,149,0,2017-01-29,2017-02-28,0
hLG3E7Li6tyCR+I3RSU8fMdwpiw821wtZGBiyfVby5w=,39,30,149,149,1,2017-02-16,2017-03-05,1
0LZDva83aB01WDHFdsbAxsXLhIKVWNbKaDtDSzNydaI=,29,30,180,180,0,2017-02-10,2017-03-12,0
LjPJ5Akvv9+yhPkUgzXh0GFvFUtmicTkkjsuZlxypQw=,41,30,149,149,1,2017-01-24,2017-02-24,0
FkXtn1IXnL9c5mQe4P1EcjjYV2b6ECcDWS2XH1cU19g=,36,30,180,180,0,2016-11-28,2016-12-28,0
u3I1xYhqvp5XVFMmzuKPz2N6vgniru/vNP0XpR9Sx4w=,37,30,149,149,1,2016-11-24,2016-12-23,0
VF/EfGdxlwkVHEFbpI3Zfv+CWADCg6ZSMtUfU0Uouac=,41,30,99,99,1,2016-12-02,2017-01-02,0
kkh0sPaDWGxOBwMKxXQ9rLzcAk19HwEpTbvbR8/ZYsE=,37,30,149,149,1,2016-10-08,2016-11-08,0
UcHzhVFLTT8iQuqNbJrpi/sgA2Z4g0JOUCYqvC6pLwc=,36,30,180,180,1,2016-10-04,2016-11-03,0
olVnWwJ4PujLbwkJyxzX1S6/P1nqG7t61iVu90ZMtOA=,36,30,180,180,1,2016-11-29,2017-01-15,0
taUpPGse6dafCwXw6FXakXhtMhyxiRGlUh1cw3TDBJA=,33,30,149,149,1,2016-10-31,2016-11-30,0
Jw9PhogwNNY+Rl3nNjC73mqBUoPf/I+8QhtHcSr6s78=,37,30,149,149,1,2016-11-01,2016-11-30,0
aOSiCRzkuXOWeRVGBVUJdZCGfiUtPh+ZcaZzFdf7LWI=,34,30,149,149,1,2017-01-31,2017-02-28,0
syirC+J6MokUTKuYSJ0L6Qg3LeNufSOst74yQHRlysA=,31,30,149,149,1,2017-01-31,2017-02-28,0
kRs4F2JKFx98DRUUnKEj+i2sLjcSPH9FLGxDCh5mY3U=,39,30,149,149,1,2017-01-31,2017-03-18,0
krmzAD0QbdCUL57pxNta5LeGub32+JQaa/21FZ1Xq9o=,37,30,149,149,1,2017-02-01,2017-02-28,0
wYFl6iS7HHpKHTG7NGc2gBOYCZc5Zy4qQNe9gqSDGQQ=,31,30,149,149,1,2016-11-30,2016-12-31,0
OFak2TGNSLS9PLRFQrB/xHrM5t9MX9ZubGup8iz89zo=,39,30,149,149,1,2016-11-30,2017-01-07,0
KXmkYB80SuU0F6SBT5Zzdu7Nj0h0+gMNuInJIq8riog=,39,30,149,149,1,2016-12-31,2017-02-24,0
8T7HaoCGdmq+RsCzk+kc248e6/otp//m7YXDtZ2zx+k=,39,30,149,149,1,2016-12-31,2017-02-06,0
YEt/XF3xdGi6afOa3iXwDhoHdCzwr8dt3ltGxPqWP9E=,41,30,149,149,1,2016-09-30,2016-10-31,0
rJ48GaA+kXpvwPkncHmtbPk0oYQHg4qc2MrNYs9glq0=,39,30,149,149,1,2016-09-30,2016-11-28,0
MIrBGgibNr5C6X6YZYrkIFGQKd31HCGXGR/MxU/q4d8=,39,30,149,149,1,2016-09-30,2016-11-12,0
4DrKvHrdyKr1GW2IQGcpgJoLEudXsWhXzKWJjvXn2qs=,36,30,180,180,1,2016-11-15,2016-12-14,0
mArzjblw8QX7kwcyBjyDhUAZsbNJ+nIb41FVlBqo9mY=,40,30,149,149,1,2017-01-28,2017-02-27,0
H/i/zu5rx/1EbSCVk2F/YnWduQm2CNajzBX+KKdZ96o=,36,30,180,180,1,2016-09-26,2016-10-25,0
Ms+99rkBQiNFFU0QVOnspTpuZ6U8kbDeekOA6yMTpWg=,36,30,180,180,0,2016-11-05,2016-12-06,0
WqTdDRc9LltytjXwlvZJJK+1jCBAoYmMZTsP+0WM58A=,36,30,180,180,1,2016-11-12,2016-12-11,0
Czl/AWcn1HCG+IdICrm57n514QQBSbHo0gdk4SI5CJY=,36,30,180,180,1,2016-10-22,2016-11-21,0
M5W1gkVzoq0LCjlrSkQ0FRu1TjdmLtylZ8lDs4uAo3o=,41,30,149,149,1,2016-11-12,2016-12-13,0
bI5/61+ARYNY0ap49AaaRFtjp49PSK7xoemWRx1A/ho=,37,30,149,149,1,2016-12-17,2017-01-16,0
U/mzkLUgFcmqC65Ae5adtVAHpIV1TdV4f2EB3ifpRQ4=,41,30,129,129,1,2016-10-12,2016-11-12,0
v3vaNIY0isv0Ed6dyGE15HOIQJUX3+mdp8uSzoDNwbs=,36,30,180,180,1,2016-09-21,2016-10-20,0
9PH1zNt0kLcmO3/hjAleL1HfycTVO5tOgtBkqzhGXfg=,37,30,149,149,1,2016-10-18,2016-11-17,0
VsiffztOWOyVN0KMHW8QhhqczEobVTJu3fzuiq3qIUs=,41,30,149,149,1,2016-10-24,2016-11-25,0
cpqA+SzBTmMF2FqqHeXTJQMRPLIOZ+VfbbCCPWNqM1I=,36,30,180,180,1,2016-10-25,2016-11-24,0
0ZbzNWudjUhZmtvbiTqJhQDwAoFYJ0tuCGnNJr0b2fc=,36,30,180,180,1,2016-09-02,2016-10-01,0
XRVJ+D6p5Tq7JdmSkMYdy+bC7EWOUdH9aQM1TCsEHQo=,41,30,129,129,1,2017-01-05,2017-02-06,0
+Ff2P1u++uAjDpD5pIQYkUoI3wkWpxmO0W2lAC+2qes=,40,30,149,0,1,2016-11-23,2016-12-22,0
IBX42en7uwAxvOK80TfnSRUr+Md/5WhDMvTlJJ0+i8U=,29,30,180,180,1,2017-02-12,2017-03-12,0
PifIy+Iz6I5T5KQm06vyOxVFyxXUN2FoJyMT1+lbfro=,41,30,129,129,1,2016-12-22,2017-01-23,0
32FsnAO6ZTvx7PXL9O1kfEwWiwoS3EfyDwStcXzpzMQ=,37,30,149,149,1,2017-01-24,2017-02-23,0
tnywLOQfm5JJ4W/hUGtC8SC5kimUlVzUPdXl+dkdcxw=,36,30,180,180,1,2017-02-18,2017-03-17,0
e6EruYy71nN/jjJU9hEOJHEpxSLgCLHiyEl1L07EAoI=,41,30,149,149,1,2017-01-18,2017-02-18,0
5cC/EnClYXrXCOh3wPZ8ClcdBN/7eLLkYxvfurXwKfI=,33,30,149,149,1,2017-02-28,2017-03-31,0
gJSa+2AVlnB7R3tIl5EggkqJ1OohTCl9OnQRzJY4XTM=,31,30,149,149,1,2016-10-31,2016-11-30,0
DsJ8f6f9bl2zjYEaJYeHa13Ayvl6+XTUfLYvBaOVuZA=,39,30,149,149,1,2016-10-31,2016-12-16,0
AUccMCKWnADaPUIbA5lbqYuFFWHGwaXXSglJozTMEUE=,34,30,149,149,1,2017-01-31,2017-02-28,0
2yoWoDI/yCG3JnkV/osnCiUrIfISFBZMChH1+OQ3G/g=,34,30,149,149,1,2017-01-31,2017-02-28,0
MMeASstAYrKKE4j2+lEiiLKss4rxQ9WQCBqK50SnaKE=,39,30,149,149,1,2017-01-31,2017-03-22,0
FN/2G9fRiSzJMQkUjHWiJodXvwIfZTMIv+76qi6QD4Y=,39,30,149,149,1,2017-01-31,2017-03-29,0
9w5hTfND0lNkXuM0cLKviog7/B2RB+2aKERwDvIeD3M=,39,30,149,149,1,2017-01-31,2017-03-11,0
RtZFIXAcxyIPdh+z+KSXGQ3Z6Jl5CD5qQQNGqGMcFzQ=,34,30,149,149,1,2016-12-31,2017-01-31,0
MR1b4wNuJZA+2mCv6kQvyERRTCZUwFj7cLXq/hGzeBw=,34,30,149,149,1,2016-12-31,2017-01-31,0
RhUTB8RQUbwoib/4oJYtCTnoTQpOFoDh7Bk00/cy0AA=,39,30,149,149,1,2016-12-31,2017-02-18,0
3Kni3Qu64bUSO+ycAvkvWEN/RtgJatueE766+Vkrpe0=,39,30,149,149,1,2016-12-31,2017-02-11,0
ffQkWj1kzVcxf3B4YrzdkOcB1FB5Cy5D5x2oA7niqlQ=,34,30,149,149,1,2016-09-30,2016-10-31,0
ZYhQ2WKXmRN+QTgczKYUj59iJBXcfQj+qWg0OAjHfAQ=,34,30,149,149,1,2016-09-30,2016-10-31,0
qzky+DNRHF6sEV9BwQE+pCGIYzOL7FOwrIpXiM/nJ1A=,29,30,180,180,0,2016-09-06,2016-10-06,0
B4xcljeLmMGZ1wJP9EzOL1JnB6hqIkCNjoulRO8Y8Rw=,41,30,99,99,1,2017-01-25,2017-02-25,0
hw8J5PhMEOL2ooa4HY+7uyfbw4ZcLmaBsjn/qhfv2ck=,41,30,99,99,1,2016-09-06,2016-10-06,0
etxxck1G6yW1xLjjmZFf1Q75esqJKkdPxnuW45+xupk=,41,30,149,149,1,2016-12-01,2017-01-01,0
hPhWIpafqr5Xkb0kR8RfMKJZocL+OvCkzK221QaQbdQ=,36,30,180,180,0,2017-01-27,2017-02-26,0
vEtpBQK+ZBNjyTGRSzKhH4dDJP8J1lVhIt9+aXumm/o=,36,30,180,180,0,2016-12-16,2017-01-15,0
UvdbNaK7pMWvXM6fuhc/oVq343GZBtx9JUen3spZ4tg=,40,30,149,149,1,2016-12-16,2017-01-19,0
l5YNDU2jGguEaJmhGJKQYOhsqG+z6PofXvfR6NysS4Q=,37,30,149,149,1,2016-11-04,2016-12-03,0
wbZblq45rhR7ttXYRfEDM2czVS663hSbhLXa0ZkeOcg=,40,30,149,149,1,2017-02-22,2017-03-21,0
E9pSaaqiRFhMkfs0KikJx7cPdMZN8GzUriDGacPc0JE=,36,30,180,180,0,2017-01-16,2017-02-15,0
9myYmKi6722WIRvxepbnS97nXpLOgaAElYW0cqp+Ruw=,41,30,99,99,1,2017-02-14,2017-03-14,0
wfVWqlv7RXaYhTBsTschJKmDXnBotePmVDz/bx5nTVY=,41,30,99,99,1,2017-02-12,2017-03-13,0
tM06rOKlSM6Rk647Vc5nzIfldJWo93BnjjSeaCCvZRI=,36,30,180,180,0,2016-12-23,2017-01-22,0
tb8R6dmfV2NWCe9q0u+ULLmRXe/jAil+MMta0hspgrE=,40,30,149,149,1,2017-01-24,2017-02-24,0
7hmuVm0vrgLvyX22jfE9XmTPob4JjE024dr+gxOU7R8=,38,30,149,149,0,2016-10-03,2016-11-02,0
032+lsqbjsH6rowR7qHGrWJ5ek8yjoUo2cynIgE7m2M=,37,30,149,149,1,2016-11-18,2016-12-18,0
wbZS8rAxWX8s3X6+x9aaTg3F7R4/5y4arvu1F79EMs4=,40,30,149,149,1,2016-11-18,2016-11-16,1
RgFSEHl62hlsDhDUvJ6D0dCPdqvvCoOT06yazz4Gfak=,37,30,149,149,1,2016-10-27,2016-11-27,0
CgNlXjEHCS6y+RwzUuGZwJPUMSlwJM5LJhVRTejjIHc=,41,30,99,99,1,2016-12-09,2017-01-10,0
iqpitxtBMJkFxbVTQXG8+7TVRMF4+bmg2OzGW+A11ds=,41,30,129,129,1,2017-02-17,2017-03-18,0
zYmSC2+s+dj6lZeY9EyhkCw2RfnmU2Nd06LnOhfBkqE=,41,30,99,99,1,2017-01-09,2017-02-09,0
we8KcjdA/ZZ8cntmzVqgZI1/AQKaIByHgoSFrmkdMLc=,36,30,180,180,1,2017-01-19,2017-02-18,0
owOEvw89r0H9tDUS0T4PYHvlJmOX1uG5cxFOsO6dDBg=,39,30,149,149,1,2016-10-31,2016-12-27,0
inWEriWGcovEUr8i1TOv8lIzYqf5LgKAVKECQoy61/g=,39,30,149,149,1,2016-10-31,2016-12-17,0
jxRs7SQkAk5A6MP+jenqIw7UjagKxkjo2VVnuMPkWi4=,34,30,149,149,1,2017-01-31,2017-03-30,0
FsaQbnJMF9b9TaZ/XwPHTy4PLg0EuySueXZVrvyabZU=,40,30,149,149,1,2017-02-01,2017-03-06,0
GM3gFxHM9McojrDlymeLHKtD7QZIiad3kOtGz8UT71A=,31,30,149,149,1,2016-11-30,2016-12-31,0
z0yuzLDXt4TdpaEkSdCbeYqWm40Bh4M+Nh2Y7Z+GC8E=,34,30,149,149,1,2016-11-30,2016-12-31,0
rurYOPI3vBzuhixQePJYcO5TyjAvb0sP0P3wfs19QFo=,33,30,149,149,1,2016-12-31,2017-02-03,0
2k++RsG/xrhUv3sToCxrPuh/u6cSQhLBm+MRuYSmx5s=,31,30,149,149,1,2016-09-30,2016-10-31,0
SiRfSILkZIXGMrTEz/O6QEvVPmY1QitXbbzFdIxtjcU=,34,30,149,149,1,2016-09-30,2016-10-31,0
d6zzh26J4n8fTlI/SZRa2Lb1CxBIzm6xHC1798vALMM=,37,30,149,149,1,2016-10-17,2016-11-16,0
BZkbiJ/K5x96CsYgQdOyWoULQrprGurDHyCJBhCoIw8=,27,30,149,149,1,2016-11-25,2016-12-24,0
ASXGxMeyexrEXOcnjilr2PwwrB8o1EtUV9zTNBDTPis=,41,30,99,99,1,2016-09-04,2016-11-28,0
coN0d8aopOXhtKkQiQgTDmamhdmLVeDypvwBLu/ZRis=,28,30,150,150,0,2016-12-09,2017-01-08,0
nY3ZmEc5rauEhSwD4NpUBlESe/TpBnKZRLjoFZgginc=,38,30,149,149,0,2016-10-06,2016-11-05,0
g+Vm7YQBqkddRDIEI+yd9v5QKXf/r6HMNcoU3kuF50k=,27,30,149,149,1,2016-09-10,2016-10-09,0
QWLFYoPxLRQvTXNGqx//jVLzBCzXGwH4f5M6Vm1ME0Y=,40,30,149,149,1,2016-10-25,2016-11-24,0
3FJudtpXvRYdw/xP8cW3XMhcaiRAGl8qLnewZg/04VA=,40,30,149,149,1,2016-09-13,2016-10-13,0
WKOtYRg6wmOWDZ+aP/2WE2UmrglCMhsB9aybfpesIXA=,38,30,100,100,0,2016-12-06,2017-01-05,0
fVrS+bfdEdRrqUGWC1SoIZCx9Dw3Mxw50clOATXvBaY=,41,30,129,129,1,2016-11-03,2016-12-03,0
L1TiWeV+2vQKuXHClZNU9ubZm91npmNio1ZIHf21zS4=,36,30,180,180,0,2016-11-04,2016-12-04,0
PKrsJylo0UCZfZroOvafez+9yuJ1i3d+bhjm+NvdAAc=,40,30,149,149,1,2016-10-22,2016-11-21,0
9tXZcpf3JsQCanDcI1tKl6cJW0vD6wrmUUre8VegrIE=,37,30,149,149,1,2016-11-07,2016-12-09,0
rzVl61d6Q2H4oH7AaHTqnKLvDdrCURW/rFV0UwhSYxw=,40,30,149,149,1,2016-10-26,2016-11-25,0
gvILtqn9nyEseCsToniFaKURjQGmlYA9dIl+AVoL3I0=,37,30,149,149,1,2016-10-23,2016-11-22,0
4tk5ugYfWGH4gfxSmLMldjGZj3u4+oHRxfbQk21h83k=,41,30,100,100,1,2017-01-03,2017-02-05,0
iF9SGLV2wyhJrS/uhMyhmjqy9BSKSW02YjtMMiapbjQ=,38,30,149,149,0,2017-01-16,2017-02-15,0
cpQI6ogfbW+7hExLxIGYzRYRImPt+xCOL9RgiInWwA8=,40,30,149,149,1,2016-10-18,2016-11-17,0
pG8H5RVat3R7gWpSCNz/JwYFe0C64rwWKHq2rX10qoE=,40,30,149,149,1,2016-09-22,2016-10-21,0
mqY8coqRP8CBo5SgqyGqDVtB4vLWv5AUfz1CLYsSjxg=,40,30,149,149,1,2016-12-03,2017-01-02,0
9Kbs6AVJbwl0wGUBXgiXxLAbRzQ7MYZ8/F2A4wVvz3k=,40,30,149,149,1,2016-10-15,2016-11-17,0
hVcP37SxbJOmuIwjj28spQGusZFvGFvu7trRoq8ocaM=,41,30,99,99,1,2016-11-05,2016-12-31,0
vG7rlhi+3l0//NO+4VRyrQigu6odWozAJXQcawF2Aco=,41,30,99,99,1,2017-02-19,2017-03-19,0
lWGDEhMhXgASMLT6zzzrx+gmJb1a9372EJePFs3xIRo=,41,30,129,129,1,2016-11-12,2016-12-13,0
XiRh0v0ZT55qQioRfegMtqUWqCyeKkcd66LsITbqTBI=,41,30,149,149,1,2016-10-25,2016-11-25,0
ENRm+azX+VqX0pI2iikMACi9nz8PuRvi7GQaIlU/qqY=,41,30,99,99,1,2017-01-15,2017-02-15,0
1oe/t2Ds+skrMBvXmwqRzp/dfNlLQ6hbxxyAZHWWQiw=,41,30,149,149,1,2016-10-17,2016-11-17,0
1T0S7sXyPJ72BcW16sK62muGHdxuexm+BcxaHUgP3Tw=,38,30,149,149,0,2016-12-30,2017-01-29,0
9LHvWqCXAYu/ZO1ZgXHLWuwx4kblVAn5DP4gGsGJ02g=,34,30,149,149,1,2017-02-28,2017-03-31,0
Hvp5eAb7QTLoNJPx+aXrAEu/xRS5QXQR+Z2l3O5SMQs=,39,30,149,149,1,2016-10-31,2016-12-22,0
pZGfE1tBP76viDSNXXHSMqXlzadjhNB8AV3A06VHak0=,34,30,149,149,1,2017-01-31,2017-02-28,0
hi37EcHMA7D15cxeLFYUJ0hA9S3b2iZc6RDvhLORZvQ=,39,30,149,149,1,2017-01-31,2017-03-20,0
bLHZMF9OZFvnN3RHulNZFe6Kcxa+SGTJzDEjj6HLbZY=,40,30,149,149,1,2016-09-01,2016-10-06,0
5mTpPIc5dQFqQEKL87uTPdcbCTZZosDd9ONYo4k1i8c=,39,30,149,149,1,2016-11-30,2017-01-06,0
MrbWsSfwWOAHNvSCd0CWhgG3QbbFQJzi09JKrXwbMXg=,39,30,149,149,1,2016-11-30,2017-01-26,0
5WKgqVgZrrdGT/zzLQbqr4b/fU9EuWdemjBPQFkQF1I=,34,30,149,149,1,2016-12-31,2017-01-31,0
6ad3zNiasfrv2qdHRK9gUljckuNKSSho9Ecfbu6+C6A=,34,30,149,149,1,2016-12-31,2017-01-31,0
Cbn0w9snJnhup1OhLRFNCqmRZC9Np8fFhCAWMuz9eJE=,39,30,149,149,1,2016-12-31,2017-02-20,0
2iXCsgKA5lQEfNKElT279nPRoY5/mZb5ESv0DjevZY0=,39,30,149,149,1,2016-12-31,2017-02-03,0
GCvXuOi6qjWcMevstArf5GCQVRGJgSIg26J5UxFoqeM=,31,30,149,149,1,2016-09-30,2016-10-31,0
inWyuZv3PpSzOTDRgzZ39X/2l7K1lcnIdcJqh63xBSQ=,39,30,149,149,1,2016-09-30,2016-11-08,0
Gu2fpfk52UQ0RHbofICFpxEQtm3EX0StOQIuM9ttV5c=,39,30,149,149,1,2016-09-30,2016-11-07,0
eA0JFYnL9xo0HnWjErJpBozATmXN9XH/PX2zxKzzcTM=,40,30,149,149,1,2016-10-01,2016-10-31,0
kQFISxUwBwtNhUebNLVltFPYVvxCtSFyTelBVf6Wkp4=,38,30,149,149,0,2017-02-04,2017-03-08,0
e/kUcQo37lpXcEIzw5PzTSYGKbVJMlBcZqIJeSDC7FM=,36,30,180,180,1,2017-02-08,2017-03-08,1
IZ6m3UEXUxxdsaBwaI2pYXMhzHVqCs56zlxliJMYVbM=,38,30,149,149,0,2017-01-26,2017-03-04,0
BoP95WozMclnbKfWV3zlEW2p+w0ISnlI9QbUOqhpHZ0=,37,30,149,149,1,2016-11-24,2016-12-24,0
rdOyc/UXoKpBKdHk9gVY0e96Kwz1MFEPVksqsUMAbjw=,40,30,149,149,1,2016-10-08,2016-11-07,0
oKezEkOUyXRgLDQry41ALmfsR2JN622QuEfJSLLCaF8=,37,30,149,149,1,2017-02-13,2017-03-12,0
UhxZal3j2Aa1wx9jtwJKxe7FcDU0gtFWbhEORuwhE2g=,40,30,149,149,1,2016-12-07,2017-01-06,0
HDKo8greicrMA0BnH1ZskI6ryT/32caH+lb3xilIybc=,40,30,149,149,1,2016-12-12,2017-02-17,0
E9Hj0oCuCz+WTammOb6LAeFnaqE3SWsDxpOVyN54Yds=,37,30,149,149,1,2016-12-14,2017-01-13,0
RcTgWMq/FNya2ZCheCfyPr6l9/fqx9sQRoXQM4u2YRA=,41,30,99,99,1,2016-11-17,2016-12-17,0
uvbGCj/8Giz862fKsofGb/Lb9o3q0IzdNuOHFsMbdfo=,37,30,149,149,1,2016-12-04,2017-01-03,0
BwUDvLAwXqivIATn/pIEdLx29846eR5PbVK3Unn5YxM=,40,30,149,149,1,2017-01-18,2017-02-17,0
kpYwFRveDPrxNwk6G2RdlD/37u7IbBYziZSOYlxS+kE=,36,30,180,180,0,2017-01-13,2017-02-12,0
M+RjonabFXt0+xJK4RP+g40KywD6ynJCQShtaVhnKQQ=,36,30,180,180,1,2016-10-09,2016-11-08,0
iMqA+1Y9suAQF08DteHHbPppD2Zyn7YdboAZ4OlkQoo=,41,30,129,129,1,2016-09-16,2017-02-18,0
H4tqa9BZfqnoW0/pFlrmexCZzd4qzRrfTmb+FyQydEw=,41,30,129,129,1,2016-09-22,2016-10-23,0
YWLO+AwLHxaHFlN6HCq3SmVkqgMBbuxly1XD26apcto=,33,30,149,149,1,2017-02-28,2017-03-31,0
aCMqY/lyFZjBeYaSBYh9e6QnQZHI25kHzGeSxW7xswE=,34,30,149,149,1,2016-10-31,2016-11-30,0
fscBJIg+nMiu8/Du0VGEhDxUXfkrSaLTcwk0xj7zKTc=,31,30,149,149,1,2016-10-31,2016-11-30,0
VTsKaG1nmt7jLgBWHeBF8RFVTp3SNhsz2ehivcJAdEs=,39,30,149,149,1,2016-10-31,2016-12-13,0
nU8+rkQn19qk2sKwSz1GSORA4pSZUoo5s7LkZAAvNIE=,39,30,149,149,1,2017-01-31,2017-03-28,0
SyGvDoArUzAoAUV+kQJxQ3f0ShvWXSShZjlQvGBjgqI=,23,30,149,129,1,2016-11-30,2016-12-31,0
hhooyI1NfiFbH2WZrx3WlViCD0zsvM9fk19p+en94pM=,39,30,149,149,1,2016-11-30,2017-01-17,0
LxRNv3LsqXjeu5yxRRvK3OJq2T3DGx56/SC8z2f66ac=,39,30,149,149,1,2016-11-30,2017-01-24,0
RipDRN4fmlpsA+VmXnJoqXP3c26WQwetApMCGeHzPSk=,41,30,99,99,1,2016-12-31,2017-01-31,0
B4iU7wqcRP1bZlLq9T52zk3GrgoAoJsGk91OxU5VJIY=,39,30,149,149,1,2016-12-31,2017-02-26,0
kzByV4r1GrjNg246/pszPzJLA0xXXq0Mhj/N7jeuW4Y=,39,30,149,149,1,2016-09-30,2016-11-10,0
iAaHEeoEG14KfLdgw/OEPy5xmHVP6BDvu8D2LJA47y0=,36,30,180,180,1,2017-02-03,2017-03-02,0
jLpBkTkBVdt3yE+ht7m7YWP2PPmvponLuq+Ulkj0DVE=,39,30,149,149,1,2016-12-25,2017-01-06,1
7uvYVOzobF3nt19HaJKdaiLM8UpAqc1Sid9iFqkhXJs=,41,30,99,99,1,2016-12-14,2017-01-14,0
DweOO+YXS2U39o/IkqTKLg8bo9wnPKjxcf3Eeh0af9M=,41,30,149,149,1,2016-09-25,2016-10-25,0
abQXfKSM7kBWe3YkwvRPP8+IigyzNdTidEYRPDifIU0=,40,30,149,149,1,2016-09-26,2016-10-26,0
UCjkPcyT/NX1LsbIhX80kOT7BzuFm/Xska1xKhNd+Oc=,41,30,149,149,1,2017-01-04,2017-02-05,0
igoL5p3x7CbhqiS6PSUdifTDi9tdjMimc8031v4dAUo=,41,30,99,99,1,2017-02-23,2017-03-23,0
FpC9XCH47p1oFAlbHwXz5p651B4nR+uxAa62vm37Qmk=,41,30,99,99,1,2016-12-22,2017-01-22,0
MYoCft0vxYUfcGcg4mkWSYXPV6QlFgG3p3SNXgPhb+0=,27,30,149,149,1,2016-10-03,2016-11-02,0
z7ovLVxHjrkibuTP6U+8bSDJbuI6sQQYkLch302Rfbo=,38,30,149,149,0,2016-11-12,2016-12-12,0
uA9ZlNMv76oP4uVoaH0zrijICwI76EuxKV5V6+nJLps=,41,30,149,149,1,2016-11-06,2016-12-06,0
pVWMkWWUqj8m2EQOaBu3izPHax+F+WgmYgB5/tzePL0=,40,30,149,149,1,2016-11-07,2016-12-06,0
+l+ogL8WMODkZ20hZrVJbvHZCNUG+GYHXbYhL4m5PuA=,38,30,149,149,0,2016-11-07,2016-12-07,0
k9aQIDRAkOtgiScx5YK3OtQnVqrDekQqZOIX/bfAQGA=,40,30,149,149,1,2017-02-22,2017-03-21,0
xzckgKTSprEuCDFC6n6Clt9rIGaLiN11//9rjom1X04=,41,30,99,99,1,2017-02-08,2017-03-08,0
7CNeOlPSGOsOOPmnQT8pU/fjfO3db4nym+AuQc93wYA=,41,30,149,149,1,2017-01-18,2017-02-19,0
rTQ0erD4X3ktazdR6TnitG1HIz035JahVJ0wEPwJh8E=,38,30,149,149,0,2016-10-19,2016-11-20,0
PzbPp4S5AtiVj2TXn4dRuHs8WYujmj8GtLnaPtJanbY=,37,30,149,149,1,2016-10-21,2016-11-20,0
I3jmrwifE2PCC+S9JKIjG4Kvx6bT8UjrR8k6BJwaHq8=,41,30,149,149,1,2016-10-26,2016-11-26,0
o8AfSplX22RnoHyzinBQn3ZEIryKCMZknCHvCyYp+Is=,41,30,149,149,1,2016-11-01,2016-12-02,0
SQr4fmxzmycLcQNca4M3HwgTSKRsqjOME3fIUQiu+oU=,41,30,99,99,1,2016-09-22,2016-10-22,0
Ktz9xgXzL5jAGXFXjrQ9LodBT8PghwcNTMOPhsNs0XA=,33,30,149,149,1,2017-02-28,2017-03-31,0
TjFIMt9Xy7NzRCcJEb3OMRjbr3XkC7N1RdPA2NxVWxY=,31,30,149,149,1,2017-02-28,2017-03-31,0
KBNS78r3/mcaa7rBe52V6Z0hUzEpcrkWJurMeef2Bdo=,38,30,149,149,0,2016-09-01,2016-10-01,0
MMeASstAYrKKE4j2+lEiiLKss4rxQ9WQCBqK50SnaKE=,39,30,149,149,1,2016-11-30,2017-01-22,0
ieKmXObvjcgHWhfMLBk6haz+sVCEdU22ljf1jq2zjpE=,39,30,149,149,1,2016-11-30,2017-01-24,0
1G+atcIN0M9gdIBIfqNYyp6rdYgZ+ej8iDRdGQ6HhpA=,39,30,149,149,1,2016-11-30,2017-01-29,0
TYxE1sPZ4qQUzu5Wp1v3gDUeLc2luM74KLsWfkxo4K0=,34,30,149,149,1,2016-12-31,2017-01-31,0
km6V3NM3vZWsDQT61Ibtb/f0uQwP+umf2G1CSanEko8=,41,30,99,99,1,2016-12-31,2017-01-31,0
YIXFfS8l6La+3Za9fqlPMtlDn7+Q8QQ7GzkYV9q6Cvk=,39,30,149,149,1,2016-12-31,2017-02-13,0
9ppWxIwGB4XY7lvPJ7YUUS2YtbvHyLSZZ4a1Aoi8tFA=,40,30,149,149,1,2017-01-01,2017-02-06,0
DrA6bOw8rAeelgRBl+DyrY1yykcm+EzO/3ZoTrFDD+4=,34,30,149,149,1,2016-09-30,2016-10-31,0
oi+wjfFkqbg9BuOcKmul4hcg+rOqk83azEljFfom7uw=,41,30,149,149,1,2016-09-30,2016-11-24,0
LyGdbBEzbr1wmMhcj931fl4CdqAUmJVDOreUqdFDSzI=,39,30,149,149,1,2016-09-30,2016-11-05,0
p43G3lmBqfZQyTgfrDF056i7feSVAxiegAeHPWsSg2U=,40,30,149,149,1,2016-10-01,2016-11-06,0
DPTOqdFA48oUJfU2RD/XQnPTK0WN0TPKf3h/Z2Xq3CM=,40,30,149,149,1,2016-11-25,2016-12-26,0
+puSG7hqHS0lEuG4v2bNGXYPVFdD7UnfmSysZtZSNiM=,38,7,0,0,0,2017-01-26,2017-02-02,0
