msno,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
NtuQAwzI2wUd42DWZMo1GZTrhv2nWZWYg346BMqgB8M=,279.0,154.0,66.0,60.0,3144.0,2938.0,864112.444
e9zzuJ0hyoxLkqa8YC5tPJCkruhEGoCb2BmBvUEsVuM=,114.0,79.0,23.0,92.0,923.0,1167.0,249265.412
j+Vrt+NuVhYPpb/O/DJ7JKRfh6iwk5mdljRtxJQyBBA=,386.0,142.0,41.0,40.0,834.0,1189.0,237663.934
CsZQ5YuI2iMqu0G9yTsX0m7XyiPblBv2kzb7kafsDVM=,251.0,45.0,43.0,28.0,1434.0,1651.0,384421.34
0CTkqkMS1kX0DjAL4xaOdOFwwDGd5IynV9DPzKyZYoc=,539.0,153.0,97.0,120.0,3481.0,2792.0,868163.806
ObSLyqHidXQ/7zYlEWEz6tBqxV3N7w2l2T623gSAWGQ=,1962.0,625.0,380.0,438.0,16623.0,17008.0,4525964.5709999995
/KKFsutCffOb3htfYgyDnUHFl6U1mVvdpCxHSRQdc4s=,1757.0,649.0,550.0,549.0,19911.0,21368.0,5396532.006
Z6EqP+eT6YWmEGl+aLdmIowqAuMsgkPHsiWaURtPrfk=,1806.0,164.0,109.0,131.0,6252.0,7059.0,1539501.775
uzmPpA5zWYHIZZBRqc160ztMHOyM33NVXwUnSV62hc4=,163.0,26.0,29.0,26.0,746.0,934.0,181747.852
Gn2iNcSjFy9FwdPXbY9I4eOPyzlq4O+OaoF9vY3bCg0=,3484.0,1060.0,638.0,647.0,6213.0,9600.0,1787125.921
gJ9yeNdQY/C8aCF1638lVcQjeE7O2SrhDgLzinTO+0I=,630.0,207.0,142.0,93.0,4711.0,4040.0,952929.045
i18dyzcUSprxwG7dvmhhevTqz/A685jnnbxnb5I2f9g=,546.0,94.0,43.0,49.0,1660.0,1995.0,425555.018
3t0/HyTiyTUZhRRoNqFtGMToqehsLMLg+GxWayAWnnI=,10.0,3.0,2.0,1.0,119.0,133.0,28168.506
SdKtoguz0s4Xpr56Snkb6vSk3HyLa/wSogMXje35UvI=,1516.0,267.0,154.0,152.0,23313.0,15250.0,5572465.927
Cpw1/rcgyKo5YNuHT29/z6HclH3V24sktZpz/uq6y9k=,521.0,141.0,113.0,91.0,2698.0,2787.0,702777.134
Sv17I9qoqno0RCYJrzNaJj44Q5j4X1+XeMFr8sDvBsI=,253.0,122.0,112.0,89.0,1637.0,1408.0,472474.579
JYWNca6j5KjFHHJP4tiu93I1IO+TwOD060Jr1hW7hX4=,478.0,100.0,54.0,43.0,2017.0,2397.0,538641.606
anRtDfhaIhN3OCNXFQfFO4Xvndl7J3geSJHZOi2MjlQ=,303.0,158.0,105.0,100.0,6908.0,4511.0,1767697.923
53fnLPfnjbcCixAw3AwWy0gqvgUtdosYEIdaF8onbp8=,893.0,132.0,84.0,82.0,2768.0,2858.0,667336.194
CbJQzLh9J12M/g8z8GwWdUFh0ppvyK4yokg/SmbTPRY=,1174.0,315.0,207.0,218.0,4324.0,5126.0,1181389.205
c007Dp8Al0bGcC58Gwj3+WbY+dBjf+BYN/7mj2/8us8=,361.0,80.0,42.0,46.0,708.0,776.0,203574.721
nzWLwx+EHXaEBKEfrQAa51Ybk/DhNvu2JNOoZ0K2Qrg=,35.0,20.0,10.0,20.0,166.0,233.0,48147.953
Hn+QJ7rrFp83m3EmsGNo8ikiVdvocxw56NokafnohPk=,194.0,32.0,23.0,139.0,2282.0,1467.0,444529.135
pxx/eXyJGYMMzo/WUl4FQDgR7hmg0eVBmFrjS9VauGk=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IioQeeydL6urgVw8p7parYIV2oDMehZ6bUafB3GWy0o=,272.0,39.0,19.0,23.0,2216.0,2025.0,492617.149
HuJZk22cJEpIDKv1NTIoxuiE5jIOsvYLt/6u0f51LiA=,2203.0,156.0,106.0,146.0,1877.0,3562.0,531832.466
Wv3m9Mb3FVmjX8PvJ+ThEluw//UO6FufDbhnSTLEl+I=,679.0,249.0,183.0,158.0,3791.0,4259.0,973199.713
Pds8QODip0F9AVdHwsYiTBDRc1FY61MkZ3A7H6G4FTY=,515.0,146.0,85.0,79.0,3397.0,3959.0,853965.424
L+Gr2Li+jg95cOPxks+wi5rrO0jJLDs4vDd2imGLLZQ=,1401.0,472.0,226.0,158.0,2837.0,4238.0,766013.59
TDlicGM3s64TeFQvlSrDZZESdSxXc8GEh3hw3VoBydE=,345.0,80.0,62.0,64.0,1610.0,1697.0,402232.20900000003
Yr/eIG8H/0J87weNOnrcfa14iM7xtsWD8mSfoyAMsXU=,5.0,2.0,1.0,0.0,108.0,77.0,17383.535
C4VFJWeTywL/qLQ3dtjVPHP6ybws6YTBmNQT2lds3oo=,540.0,89.0,35.0,52.0,4223.0,4221.0,1048929.354
shzlHn3689Z1uwx9WA3GMHLkPY1eYByhmjsnW7YYcZU=,1402.0,391.0,281.0,248.0,3860.0,3661.0,1042524.87
KINxikll7378nQlDQ81kFNSNW7wvtXlrTlj1mW9CRp4=,243.0,82.0,22.0,37.0,1422.0,1350.0,366686.069
1bYeaym0R2myLWMwvXhe70V1nXtgUEYqm0UlPC+p7GA=,1037.0,404.0,276.0,414.0,4550.0,5713.0,1346339.101
l9lqGAYnXDtOogMqvSaNZaFEUunW5D+UXF2iSd86Xao=,105.0,37.0,8.0,1.0,2367.0,2235.0,599668.233
JpSczs65bs+rtBZMrh4tA3+fCtdGqh9swnXVk80PqlU=,24.0,7.0,7.0,7.0,613.0,521.0,164186.599
Kpwe/Em5OVCnR9U+q1iNOc49mpqjF0q3HdRIlS1aZmE=,1563.0,256.0,224.0,338.0,8191.0,6805.0,2098212.487
WHILUoPEEFAfaJpRg275Fm+u/SlIFmmqIpjGGyLMj7c=,1363.0,553.0,396.0,378.0,5143.0,5004.0,1441233.552
CEbKaKstp/yWnjrhJCpJit45zqFz8Di5LDN+ytaMs2c=,248.0,86.0,48.0,59.0,1756.0,1911.0,385060.348
4FpcwL0oDpKEfulmee65g/LSpq8MbYu0uNV/iD+EoHs=,2341.0,381.0,176.0,168.0,1659.0,4028.0,523531.33
Ia8lFdloFn0dv9ztxnFVb91Ezxdrwxsut+lQ84T7hLc=,1063.0,163.0,126.0,121.0,4640.0,3721.0,1227877.397
2tOmQklAfVcOl4fCOEX6/FGsfqR1IEQMSXmNXaB7JuI=,627.0,205.0,80.0,81.0,2230.0,2782.0,563225.002
segTWlCm0SRnRBjhP1yDjdrIDsIxwj7qpr+U5B4r4b8=,238.0,106.0,69.0,66.0,1499.0,1416.0,387846.762
wZxLYHJ7Vy+5HMn5bkpOHQEMkHcstpR+pIZBA/+4vv4=,2177.0,539.0,374.0,379.0,3328.0,3353.0,1062883.767
/AJ5uzrMYmJuWVmP6Ygy+cl5VEbNYKGyQCHx25w7+mk=,594.0,108.0,70.0,70.0,3786.0,2932.0,898054.745
ar9tbUDJRiSoHZlL0Y7hglK8FuL2t/3jZER5AxTiFv0=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xKWm7QoqbzEMBIKY3xMMBablK6lknxhQxTuXSwwqFr4=,782.0,156.0,157.0,189.0,2812.0,2780.0,783295.046
Bh/Hcxgg5ff/zVi6Vp3dA6ydqLR5vVcJ1fNgYWGs7J4=,224.0,31.0,12.0,22.0,1207.0,1216.0,315097.52999999997
UF+2wGaMvjActv8/O0ADjHbzifJSHET0A86VDkNemao=,319.0,148.0,85.0,127.0,2653.0,2947.0,707076.035
0A4ozWxKF0/sh9RTQNUljMFcOtiAsntzYLGxdK2qPNU=,1476.0,167.0,69.0,63.0,3720.0,4497.0,967130.61
PncxhtMXODgFzvacb3+nH87ZOwyRGdYttZOrIdDD2HY=,1072.0,191.0,142.0,125.0,2252.0,3155.0,643522.347
pRUUl4A6hZDVOJS2dqLj++VpnLpvgUthHuvIHYb+bjI=,1187.0,827.0,294.0,297.0,7869.0,6398.0,2249227.956
KUghIlj5s2745qSf2i+ngFVGMrEDXExQaqz34HvBKWw=,213.0,70.0,58.0,65.0,460.0,748.0,150103.474
HBKX47gSUhmQwsoAaXewkQwAEM2+ASaRZAyKk0kihFA=,1445.0,295.0,254.0,258.0,4911.0,5426.0,1356812.624
hrp5p6TM09kiIph0wqan12azzwgcvp6T6UBmsFnJg64=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSyUlLC66/LTtLJXOQYhnxLgNWclSqOpwXlZX3BaPNc=,88.0,42.0,26.0,28.0,387.0,490.0,116981.861
FWI+/Bzl6xjl7q83dfc1ivZYNFD+YZ/z8C91u2I679w=,162.0,29.0,22.0,23.0,761.0,661.0,191848.088
9FlkI4UEL6r5PAzHKXFk4tPiUm1zdXxGnWx/tnRHSZU=,2726.0,556.0,471.0,812.0,16165.0,16590.0,4226059.481
l8FCz7MQSLGIDiX6VJnacX57ac5LWExXCwsiAIKiYyQ=,5392.0,469.0,335.0,294.0,14542.0,17853.0,3779689.402
6yglkS7fijI96COMewtzdnoSw39k79reyf7JdsRhtl8=,31.0,9.0,7.0,1.0,51.0,78.0,15671.933
wPNl/Rd7k4hxtNsFiAs/mDQgOn7/vWsKFx1F/GCzDWs=,390.0,82.0,53.0,61.0,3726.0,3583.0,937932.117
uCXjK6b0DQ8GujhfndXRjBHa8UqcvasOhUEzUNMAzSM=,1390.0,307.0,218.0,216.0,5283.0,4537.0,1464831.217
qkHz+e8UVGz5EAP1yIXrdurOV5xEtPqB7Kk1c0RkqYU=,333.0,46.0,47.0,50.0,366.0,713.0,111397.273
YETGptgIstYa/FWeF0WZkZmL09BTKBFcqMM3JPcxXd4=,587.0,57.0,43.0,46.0,832.0,1048.0,231131.404
qiMMmQVRRcQwv/qritJqwSVRBHbQdRGLW0WIogn8Hps=,332.0,188.0,104.0,87.0,2223.0,2607.0,613877.411
R6IYnmgIvB6Jmh1kMqe7+XHExh9yCWwRuqp2LVT8rLc=,1038.0,122.0,65.0,47.0,6871.0,5008.0,1507108.011
EYv868gnwX3Oqore60D0t9AepiQJy6qD0DqHnCIF4qo=,450.0,105.0,92.0,83.0,3204.0,2980.0,853473.349
ZVKdk+nGzgEJ49Q45KBPHteQvvTP7pye0ZJ4yYNd/Sw=,77.0,15.0,5.0,15.0,245.0,292.0,65863.951
5rDGvDu/LTaDUSM+lfJEqTOnh85CoRtP2r8mYC/6jao=,2390.0,520.0,359.0,299.0,2059.0,4020.0,661195.263
4cub1pwL/WZ/GgkBs4h0HvpDNIb2RKUS3MBTRsQc12Y=,860.0,263.0,199.0,156.0,3996.0,4681.0,1044726.627
TnRp9X1hIGHllZThPPr2zizGVPcvA706heqHlaib5UI=,494.0,132.0,85.0,73.0,7539.0,6102.0,1850496.421
wuQ+EA0MNqIurLvNA6mw54trww9gB47aA+AD0Jhjsk4=,2147.0,165.0,103.0,136.0,1764.0,3838.0,509436.616
yr9+Ae17draha0FL8VdnTF06Fm2dXmlOsGIdlMH656Y=,105.0,39.0,18.0,10.0,1578.0,1695.0,415649.673
ZEIQWKGJ0wGzKslDtZnvoD5MTixT0qyP/QPJKfGFWl4=,146.0,70.0,53.0,61.0,2577.0,2085.0,648448.043
zPKFkHFWGO8WdAGmDrnzcbuqCHGgpkhPb0Hu2JdFkN8=,720.0,149.0,76.0,73.0,3851.0,3345.0,1015087.505
dTiHMa1ORijKEMrWWnkmzdIObcILGQHJmRatRgZyo5k=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xlwLML9MlifQCN0SKEhB/o81A2EyfOb6sN8J6pKJBWY=,404.0,141.0,88.0,111.0,1561.0,1783.0,470519.706
sEOgPJjOwg18EmeeRAy0e9UuWclfQMqNEJdc2WUOMaE=,378.0,147.0,122.0,129.0,6712.0,6230.0,1673086.023
n2aMfxhkLk+0sfgoC4ExVHHtItBDj/OelGXB+AHh8q8=,524.0,177.0,148.0,140.0,2183.0,2601.0,647157.344
LZ7xuLYDyW8nZlRwNzjxq1MmAfqnm4xXWRABxay3kGc=,2034.0,181.0,102.0,115.0,5204.0,7100.0,1368697.318
xnFlTse7mEKdiI5kjYGQ9SikHkXXcguHAM++5kryuBo=,113.0,30.0,17.0,14.0,322.0,435.0,88388.916
zAuvoLINBOI4AKttXUgfcfpcM99BMulZP5EDITkQyKU=,369.0,79.0,58.0,119.0,4067.0,4149.0,716498.507
//5vS0wRPz2oRfQZodJcBeI+VLqIdQNzBH8vjSin4XA=,111.0,39.0,35.0,37.0,1148.0,1148.0,312618.87
RRHY2YxW9YzlIsKwGvcdmbIuf0eUN7ULvYzAHpeGTs4=,2284.0,822.0,496.0,388.0,15208.0,9412.0,3798352.459
NS1mT2NK0H0aIyg2LwOjIdZ4+kPLFZy90IMfOILQCIE=,1265.0,314.0,296.0,291.0,12130.0,11650.0,3261396.312
TZHy5w2SrETs+Txs1uMC3cOHp7CIJqU+4faxI/UMD70=,978.0,456.0,158.0,110.0,3234.0,3906.0,923129.117
YYp0WvupQXMawB5r78kpkMEfxGQ0v872tvttbc9yC7s=,174.0,42.0,36.0,50.0,1475.0,1161.0,377892.148
JUqJMYfd/IUnWfMMAmUdpLOn19Zqx6UX77sW7ekeNAM=,3276.0,735.0,467.0,801.0,6315.0,9754.0,1893153.722
Ov7YDe5NuBvcqLjsW7AKiOQmc3GZwdS34E/WZ9ssnw0=,155.0,48.0,39.0,67.0,29862.0,29615.0,7787241.177
/JXRT3U6LoOrk3f3lOyJqBwjL8ba2wJrLWaCUATCYzU=,329.0,76.0,69.0,68.0,2476.0,2413.0,657391.372
Up5JyKYbfm8Yg6P3JIVhqP1LLNcO8BIo7tBS1Hnv/RQ=,1593.0,230.0,141.0,110.0,2345.0,3943.0,611580.157
6rjYd9JtU9Wj6kpxcP9LdnZXfDKe9LuDQrUVKU0ox3c=,23.0,5.0,8.0,5.0,185.0,119.0,46867.698
x/9nhNWA/U9BNvECufZDaM/oCQNHcArOmz9R8rxh8S0=,461.0,148.0,105.0,70.0,1611.0,1602.0,425566.72000000003
nDXJdXEpAo4D9LlxXWuWrNAO+HyVeBLQ2oqbOea+AWA=,2690.0,391.0,291.0,350.0,3861.0,6291.0,1141277.638
Jc2MxD9sgcE/KFFMAwfBP5LhcrVWIIwEdac/8f93XLM=,338.0,103.0,60.0,66.0,1015.0,1304.0,308311.995
hIiEC/27RK9zTunkPH1IME2cCBtuMg6uooKElPWwMAE=,340.0,106.0,79.0,60.0,3027.0,2801.0,743687.21
9OLkXueqstqTgzRnSa3Kd9rOvrRDolp+edIDkKvNPq4=,986.0,175.0,143.0,176.0,2439.0,2560.0,688481.728
eqfwIQFD2JiQrR3+ZGmrYc65FVPWjZ+5suQRSgQANks=,797.0,158.0,101.0,103.0,1192.0,1365.0,335602.45
/dowrxz49w2zR6diZXsE6mwDExv9ORDTa7Dyt+WjTjM=,1029.0,552.0,425.0,395.0,10965.0,1973.0,2836362.452
HCpPWIuDT83QXHug+ZgmwcU6mD8YKDs2Yf9lL6cXpRM=,197.0,28.0,16.0,12.0,310.0,479.0,87406.177
0GV32e0K4DpHoprPI5YWSCH0WhDgMtIwqo6hBLx9GqE=,225.0,103.0,50.0,41.0,1633.0,1937.0,453763.039
Ey5BmOLRIrxFw8yqe59Qif6q+8/m+sVbRPgv27JVTjA=,808.0,353.0,169.0,161.0,9786.0,9977.0,2358809.665
mLN+tvuwN3S13+tGKE5MT8V8aKbKg2dbbR4JYBqjruE=,300.0,51.0,38.0,50.0,890.0,1176.0,214370.466
aSVWGCHrkoIk4VYtpQ1KdbdD7fg/ULn+GfrAddeoScY=,612.0,148.0,60.0,76.0,676.0,1330.0,210376.961
xaBcVTjmBrxaLRQCI3AE6YnJ+8Zs9t+HSBrM/toNpdk=,1033.0,155.0,93.0,120.0,11688.0,8861.0,2914378.6319999998
f7Ts4j5RGpZVLwWLdLXOzAnVjr6kFk09JGSK4GDlA0g=,353.0,90.0,67.0,53.0,2296.0,2628.0,574493.004
knCQ7obmBI7lF2U0ruZ8EYv1cJfSAnULgbArtRVfpH0=,991.0,314.0,235.0,191.0,7263.0,7074.0,1981713.8530000001
nSvQ3nxmc+Nipv5niJRH2i8x1yzjj69D45aCo7gfrN4=,781.0,156.0,115.0,144.0,2210.0,3122.0,620962.617
cM+yuL4atKpKZa/da+T3tav0gaURTdqnOUUtaHfUxaE=,3878.0,701.0,515.0,589.0,11002.0,10750.0,2895810.661
TM5Qe15c/OcoN0pdzzVM3D/i4Sz2Q2liAuUQmc1FKFQ=,331.0,58.0,30.0,31.0,691.0,787.0,192228.243
Jw8/qefD8mZxi51Kbe+/tOuI45r4VDTjagBBvzcLDe4=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rueiVo4QLy+YDgwdVgF+VgZszZLj5szsBb+3cEBuRuU=,1226.0,315.0,247.0,296.0,19084.0,14752.0,4874025.601
mTOShckOKoBq73uuYMWmGzuIrY3xCxCtshyTTlHzSMM=,345.0,155.0,119.0,110.0,1162.0,1104.0,339104.169
oneSB+deTB7JZkuFp9ukSuvBmCsL7AXiPRODa9L3sTk=,3550.0,251.0,148.0,170.0,3539.0,6601.0,942538.605
QYtK5t8PYk2dA1gRVWfFQoh/f9+pe6s0l3kN3C2IPmI=,98.0,38.0,25.0,37.0,1182.0,1079.0,289919.22
hrokLDyxvqsqKM+BVJbYm7T5Xqws0HsksgU+OmISXR0=,939.0,132.0,68.0,82.0,789.0,1694.0,223961.197
ze4Knzh8Fm01mmjbdZPIOGkFz9YdxvgH+U4ZEhrHwSU=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lsjJDKNxqzmRK1yOG86459S/PsscrM8lSNsrYkItkmU=,965.0,82.0,60.0,53.0,1900.0,2602.0,520987.996
S0mmLM3iiGk6AlLo61/9yT65luc0OF7qUAu5vlC6c0w=,266.0,47.0,35.0,27.0,832.0,1092.0,231960.817
pbvBLbSfjlNTmM7+9j1Jv+AlBPPAcVKi/J+vX0WJ7/s=,1850.0,898.0,257.0,258.0,2949.0,5646.0,919076.363
GABiWM9ywM8momIPk5deWh/vn5apypRbMGf3Jvh928A=,234.0,182.0,40.0,22.0,2111.0,2054.0,533456.721
DxaHk5Qh00kqE4YxfuqMGC6M6LS/Ob2Ofsxm24uM4TE=,545.0,108.0,63.0,87.0,1023.0,1350.0,287507.303
wu3AB2qxDKmFO1A73kBoB7VhyKMrKJmZLWGK1XPeSds=,400.0,198.0,104.0,80.0,1753.0,2105.0,497282.775
hPWFf5Pnl9QCxv0rYdWJ79R9xT+9xEW4a6Om5A7Jq04=,557.0,143.0,83.0,71.0,2431.0,2674.0,617269.094
8EWBwWTLNIh8Unr9g13Lu7I1WqqaXRio1h4Nj+qCoRw=,173.0,44.0,27.0,16.0,385.0,533.0,107073.66500000001
x2SuKYtSFY36pXTjgFEpKCmShisPllG0xtlwOtHpyfA=,1220.0,269.0,244.0,243.0,11972.0,8941.0,3210804.42
dXN7l/DOxahgMtdwRJURbnVsB9lI6lrnlyeS1pA0Lhs=,337.0,89.0,65.0,67.0,5252.0,4793.0,1308750.0760000001
IHSe0OXi4FGpcLTL5FTz4Dr1ivEKXKOZCcUcz63/0AU=,1254.0,154.0,95.0,118.0,6041.0,6629.0,1582614.574
+cYDLAgxEcz668Tj/0wC9id4hNCm+joEpXhtAdkBwDk=,173.0,106.0,46.0,21.0,332.0,524.0,96298.03600000001
uXsHxQfH99rLpJdaqjHc2STV2C5zcvEBZtMO+OKsPLE=,2000.0,528.0,275.0,237.0,13650.0,5587.0,3295178.203
LKo6s9XAmx6H+TNa0LDZBKQZQ+q9u/O7dR6BU2VrN2c=,613.0,131.0,123.0,130.0,9430.0,5592.0,2280101.931
Pl6szwMhaPFyvy1HKqPWoDwl+g0MedJpQD8TutHRAsk=,274.0,143.0,89.0,182.0,735.0,1275.0,251950.842
VYtqaO+TCFPP59NuvZmGyR8aDN1seDwn3A6fZ/xZeak=,363.0,79.0,65.0,43.0,2125.0,1316.0,558679.857
HC84C7fiWLQUoA9RP8lb5nvmvlaEbKpvSUV3qOww/OE=,26.0,7.0,5.0,6.0,42.0,71.0,12386.313
dSqkN8MMBKjs5muhXfJMuePkTvuit4TBvqtXoTiZFFM=,5.0,0.0,0.0,0.0,0.0,4.0,131.317
+OOs+mVM/FiI2wURIpdUqbfrYLZ1CDiMsSnGLL4RIhk=,121.0,139.0,68.0,58.0,498.0,772.0,169058.995
7Cq6SLaFHvyej4s+H14bMS3pLRbQv2EZ2w29AD+zf6A=,518.0,220.0,126.0,129.0,2257.0,2390.0,622849.709
4AwJP1OT6oTlKY5+nJfLqpOihivLQjdJU4Ks65TWim4=,1756.0,306.0,251.0,236.0,5220.0,6158.0,1368825.2280000001
y0BdPXKC10ilHhq6GVtWbOHDM/y3O20Sqd0fnr1kHxc=,238.0,69.0,46.0,41.0,9511.0,7413.0,2525505.606
/IoPq3UN6pe7BSaWZJMEunGvKc5RBnJXsh9xD0jbAVw=,466.0,93.0,51.0,92.0,5158.0,4581.0,1320413.583
0VHjwgBNMe1SdD/a5ePBYMjBx5DWwPQXW2DsSVp9VhM=,220.0,92.0,62.0,24.0,657.0,859.0,193743.09
ZoCsXHwb61klZ+8n5dgPhvR5hhqdHr7zmvRb7mMC3Jc=,369.0,71.0,37.0,31.0,455.0,796.0,126802.374
PEcmJP1PlYsNlR56XmgEFa45zYDHYPtfRSEDajplkrU=,189.0,66.0,39.0,32.0,300.0,474.0,121742.667
wz0v4CeKSGrq8Ec9A29gf5+KcI0e+v9ZzUSQ7I6Ey6M=,4.0,1.0,1.0,0.0,4.0,9.0,1491.734
d68GU9omve7JE7lX4tamDB+nOGaWvUr/DvMM8qF4gak=,25.0,12.0,13.0,13.0,684.0,651.0,182110.42
in6GGZ8rFtQpo2EZhZ/ONwEtdHTv/MeR6NDYvIwt5gs=,178.0,44.0,35.0,12.0,336.0,504.0,97155.362
u9o2tJP4rMMqgoizwKBZ65JWUfiqO6np0rtl7Mifh4k=,383.0,99.0,39.0,40.0,962.0,1122.0,253241.84100000001
ZxA9TDsaIyNuVtw5SnuaXFS1PIJXp1UsFFxxsTqyeVY=,442.0,147.0,130.0,124.0,3920.0,3937.0,955687.161
T+HEg57YLWoYWlmIR+03fROBqgeALpjAZ8HspCDR8fc=,345.0,128.0,91.0,99.0,2385.0,2069.0,638409.253
1KJ//9L7xEsxhQGr44yniKfaV+6EyvEjZDom6M6HOuU=,317.0,199.0,138.0,122.0,4071.0,2124.0,1088983.506
bQag9GnmLVKoACCxBH7zwTLrolaNmzysNkkZr0sQ/rY=,683.0,101.0,66.0,52.0,2604.0,2895.0,720346.507
WDQEwqRDmGxp+w/XNfcITVHLjgPSh0ZEqiQjm9UFDyE=,566.0,172.0,142.0,230.0,2922.0,3391.0,820233.37
e5EPl+RBPnVGBPUKQieZSkztMbpfAs/AHqRu5pEf9tE=,1131.0,319.0,187.0,166.0,2459.0,3606.0,722769.768
CeKmv6HE9eDQVB954TbTfOqEllw3dXhh2JWQ6OL3TVk=,1252.0,262.0,178.0,190.0,5507.0,4861.0,1423811.052
renelquxqmcCEaEkSdGC2XoIdLTJpKnto9E931k7sMo=,650.0,145.0,99.0,96.0,1076.0,1626.0,329789.806
IIRRyt2Ragbx+57n9HkuX4TVI7PL1HiTFCI11BTTdzU=,4862.0,760.0,321.0,264.0,10871.0,14517.0,2836922.741
WamwEn0ISyBgIfN4MAKjVgAkHfe/Uje8ANWpLjw3HHM=,947.0,429.0,275.0,270.0,3264.0,4354.0,1027632.292
v4rpp1Do9NED4STI/AIgwdxaJSMdwchkR0L2JsiSiU8=,566.0,145.0,131.0,170.0,2058.0,1544.0,547646.199
z92zvpn5+88W4nfbo1p21rlZE2jZq6FJGhUBRs1IgDw=,261.0,99.0,92.0,81.0,2125.0,1105.0,599036.44
W+v0oG8qJbUSxd7DazVk+uRxpSm6NDhki3CDiJIFTdI=,2730.0,310.0,158.0,290.0,1792.0,4238.0,602606.664
fHHl39dIF131sinLdThorYED7HItZ/LI0g1kITXjjpw=,316.0,74.0,78.0,105.0,2820.0,1182.0,743658.744
Pgx+p43rvoplEr5RmL/fRi1TL1cT4V/kgAQ7aE3x4c0=,296.0,80.0,78.0,86.0,6672.0,3843.0,1591250.11
5QHVRXns4QY/xRUnvPuSwmi1b0Z47JCItxirv1jANVU=,467.0,129.0,81.0,68.0,3453.0,3975.0,880133.505
pCywqpXeGdicjYsZEK46Mrkos1dfKukRn6KkPKIw6Nw=,492.0,108.0,59.0,83.0,1420.0,1553.0,378263.204
QotNAI7xMkkVr2KB8qoxN1avxUyrEeYIKD2nHIoGElE=,33.0,4.0,5.0,3.0,408.0,217.0,136651.444
vln0B6ePfvqS4MAIJNr/aF+UL21L4g061rZCvrdGk2U=,328.0,76.0,55.0,121.0,3428.0,2177.0,784840.532
dPS0cOtw16YZEXicUClDlTC2qdO4mvvsF5sGn0lhlXM=,2960.0,422.0,307.0,305.0,7887.0,7241.0,1915003.854
HpQPo92XBUbeQDbWxL3Ew815dESD4ve4X3e84eHghoc=,2653.0,412.0,306.0,292.0,4758.0,5775.0,1287686.706
8TThFvdOGNcGvOc/ZbHu41G9pYZu+Q36mkJ1l9hd8X0=,187.0,150.0,141.0,224.0,2103.0,2646.0,638158.562
ZI/GMh9VQUj5AtXkK5O5ok9ix7JmNPBlR0HtOpe0RQU=,1345.0,321.0,152.0,126.0,1734.0,2841.0,528743.402
c9HgPaDKgCTySN9XqWOvnWvH1gAg+UZIbhwZroclbTY=,1331.0,274.0,227.0,249.0,3641.0,2855.0,937949.739
czihhD2PZBFlv0gnKVFI7XpWSom7c1C41Lqeilkhlmw=,780.0,216.0,115.0,124.0,3340.0,3684.0,851804.299
OFvwCHygO3w7bjT/NXkZkum4YdT4SiHYOm8SWLsBaHg=,1150.0,240.0,161.0,162.0,4090.0,5247.0,1042771.582
MnpAHeRWzdZInc4A5tZFh+k57In3NKaXc+eLj7Tn1n0=,477.0,124.0,96.0,108.0,1536.0,1910.0,420078.224
tFmZuDmYG3o60hU8FGrTgpIovaDcVPNOxwcXKGxcmiY=,982.0,200.0,119.0,155.0,6218.0,6839.0,1628943.385
vDK367BDGWWDs4M574JB9ybHKg0I3cnIM4cHM4WYQbA=,4135.0,620.0,397.0,531.0,5764.0,8340.0,1667776.192
cdhq7otHydyNuzySH1cC9ECAF17kh6gInqtKe662dMg=,2428.0,331.0,220.0,279.0,5270.0,7042.0,1402156.033
MYacIjCS8jnhadRdDSGpKLAVrd9GkRsmeAu14cTSK0A=,101.0,16.0,11.0,13.0,338.0,396.0,89176.494
S/2GJBYZZBXYuiKw79Z1+v782kUup1HAlCSpIYJRB0A=,1831.0,196.0,127.0,148.0,3104.0,3725.0,833504.427
qyfM+TpJ8IKhuzZjcj8jNeqvEK/tZEnP0bU4dezyPgY=,108.0,32.0,26.0,33.0,2144.0,1712.0,499871.419
TXXfJ45KQw+o9HiY5joGP4JvKvLmr7J/YZ0cP3R0Qj0=,308.0,53.0,42.0,26.0,851.0,1215.0,237755.266
QhTR8mYcN4wbERgQs2win9EZMc3HLe8UFKkomfBxAF4=,215.0,64.0,26.0,22.0,963.0,1121.0,259626.858
hmuW3HGBi1WGZ3LSWe+AlLmSdNH5ahgPW3zM5doCm0A=,761.0,325.0,120.0,172.0,4103.0,4734.0,1091179.011
oGaIl4vp5ZuXqqvBgz+X66bM7GdOfurBMY6C1hhoHA0=,134.0,49.0,44.0,37.0,871.0,474.0,238790.378
r0jNl3Sylwplujt8hjnuhi+4KG43ukhuH6nvsJtQrCY=,879.0,205.0,112.0,102.0,1202.0,1677.0,363922.746
acRvvUCozOFMmEbSAPjNsxNNJSXmC4i8k/YhC/oQyX8=,466.0,78.0,39.0,41.0,1145.0,1565.0,292711.733
Rer5H99wDQletVs/+8zJLX5Y7hNqgNXW9ek9qgSK+a0=,687.0,118.0,91.0,83.0,4318.0,4392.0,1131055.1
