msno,is_churn,city,bd,gender,registered_via,registration_init_time
k7okCC7McCwjLoQvgyewx6WxXSkrqAof+UsjIuVRBrg=,0,13,24,male,3,2014-12-29
+mfASTkYqvsVOl0Hw1MCGQq9zFF5t9w19zzefdj4iYs=,0,4,30,male,9,2015-09-17
Jl3xyQQ8218RzgWXhi+4Y5D9qAdwOO87l7/qzA5bSts=,0,13,50,female,9,2009-12-13
JNF/5UggT1WaklEjEVqRY55gxFcZbklQwuX/z5xdGqE=,1,13,23,female,9,2014-07-14
4h/jN+KZaLTRxJ16uSyPkQD21krnqXHBh1IkWqt9Emk=,0,4,23,male,3,2015-09-05
Za04ZdnSEdvGZepK/LBndYp167UaT60zY0NYgNJ+oi8=,0,15,21,female,9,2014-09-12
EiipP8lgfUhYWgtmypqhMk6rpyxH8TgJdQMcifaaQPY=,0,22,29,male,3,2013-01-08
Kr+tnTVP/n0rblv5Fdb9lXoLnJIx9sdMBb4Vrk+2cus=,0,1,0,female,7,2016-05-21
olopdhOaLcsbcOXLiqecWCqjrl4dA3N67uxjQaKY690=,0,6,26,female,3,2015-06-29
T9UUpnw5KY+VIoU3L6vjE+WMsqy6kk6ble5y6g4LTaY=,1,22,26,male,9,2005-02-01
A7utvOZG6KqiRN/RAEfvfuM1EwHy/77iODdpP1lmyUQ=,0,13,34,female,9,2011-04-05
TjFIMt9Xy7NzRCcJEb3OMRjbr3XkC7N1RdPA2NxVWxY=,0,13,23,male,9,2011-04-05
TFuNEQJthdxV3mvzZfdkd2SqP1oyd/ceq3MwIE4DkqM=,0,14,37,male,9,2007-10-02
yp5P+hwWnlCVsJ8ooZoq3vPD1h6VbIR4Tfn26E/s4r4=,0,11,30,female,9,2007-04-05
gpMjSjhi3otB0RSmOTgiAxmE8bohjlvPVw2to4gupsY=,0,9,23,female,7,2013-10-25
89umUsFRAwuhhE/25oE7lML2Iv5jDFFtXIqkhpUA+FE=,0,22,32,female,9,2009-10-30
4xeZxzy7UK69u461Pb6dBm/acB3Ua4La+xBeDwr55Pk=,0,22,24,male,3,2013-09-04
AEwF21kc0czP0RL8PI8+mqymiNSuoKtRWaX/ad/+fuI=,0,13,30,male,9,2006-12-21
P/h544DQe5YoDJ/14aVV+Pnowc/el8q8Bo7E63H5ms0=,0,3,30,male,9,2007-08-05
3JExmFLreqKPfXiBeaazEyILb0hwves/WhTCK/vh9BA=,0,5,0,female,9,2012-03-03
EioXdjWS4pU0ln7NPrU8uPTGeULGosdL2HOxVnfVpN0=,0,13,28,female,9,2008-03-04
DrgBXi8whAg9HweoZJLefscMngVqM0IsNiSr7/MJr6w=,0,13,31,male,9,2006-04-28
zNmJTeybuN53qwJAYwpJJWVrM8X77uuwgbntVN6LwoQ=,0,5,51,female,9,2007-02-17
eAXUceb9waCnETudSUx+QONfsk86FJtYz+6N3nI5exA=,0,14,31,female,7,2017-02-18
0P12ljd2n2BKrWD6Hqo2JMUPqH3F4jcd+w4Ro0h9ISE=,0,5,25,male,3,2014-10-06
ERVNAsCA0gYJ2E1OyuR7yFprIOr+tAXm6qROl7gKXMw=,0,21,31,female,7,2015-11-04
Cw34cckpvvVWQGQ1Q2E72PybcR+z95XGX9SsDiFq1iM=,0,4,31,male,9,2007-05-21
nBfQRuD4eHJVqfvEp69rLM6Bn9opCLtxhfe6RqBEyGM=,0,5,21,male,9,2015-09-24
icrT9CdilsjnWI95fDLxsxMZ77jYMaHW8oTN+OxXNwE=,1,14,26,female,9,2015-04-12
vmuBVYsObMk7F7T5iQGcLOfdH7Tu0UyZETVuNlTPVZA=,1,18,32,male,9,2014-12-18
8vNrCRAXmPgAKd2YNsdlcgEGD42J4QTanoB3J9w+ciI=,0,22,40,female,3,2012-12-30
9kLRbm15LBP/r/r2EKFPOk4EFDdfY1kBU+jpkK8IFXs=,1,6,23,male,3,2013-09-30
A1ZemWptNi3HFnxZtd2svM6kTBVezCJPL0aNF+FRzLQ=,0,15,41,female,9,2011-01-15
K34KOh8puUAg1/IexLPAszyxuVs7jGBYcR+J1+wSlso=,0,22,24,female,3,2012-03-13
iL+DKVSnmLGaEq/vRnB4HxA0WkmlDAhfxn+8Kwwojro=,0,13,29,male,3,2013-05-13
mo/CstyGy+YeNbm6PAHTQ6UH/RJijtO2Gaetdpm53O4=,0,11,0,female,4,2016-05-31
gbb8v+Hez8g9yPTiB2bScGf7GszUxkfB7zlKlmeljkM=,0,13,32,male,3,2013-03-01
RlQSr7hTb/4B2lPcSlSNBXZG2mTM0geq6HlNi3Hdzr0=,0,13,23,male,9,2009-11-21
8IVdi99mmWAQolxgyNhgga9T/RHlGniCJkT7AlG5Yt4=,0,7,25,female,9,2006-12-23
X3yeTHkbk3AP2JnDOOaLCnP4I4HEMjQ59dLT33AKHSk=,0,13,24,female,7,2016-09-18
jI4DfnJ9RtLLtuaAmJXRyV2y2s1rzCy6JrMwpCLYCLI=,0,14,28,male,3,2012-10-18
eP/8j4LhUD9wV4/nyE99KrH5L8tzKmwBPLv6lB4xedU=,0,5,44,male,9,2004-10-03
pfAkkcaW+E8TE84SnWV80Y+vikbV1Z5SZO9PitGX7BY=,0,5,30,male,3,2015-10-22
Zmk/SL28ssfVDfnSdi2W71Avf7/z7t1Y9kpxUXmjHd0=,1,13,30,male,9,2007-04-07
eiR7IckzEl3QRAE34rOaomYGWlcFvFuJ62U9FA6/q0c=,0,22,38,male,9,2010-11-23
YiWK9v9D0u/eCqtJZsRydSpXy3vaYbFcjEjhsxay0R0=,0,22,37,male,9,2008-09-15
xFs8nhBaNlxCn67Vrfaay9iRgSzADYQkDmrXToCpb4s=,1,6,40,female,7,2010-08-18
wJNcDXngXEljZXmZq1ZgAgbTfeCo+lu4QYnKdwpN18A=,0,5,47,male,9,2008-08-26
rAfS0Yr9Huf2jSPY957ys1St10rj0irxQ5SAXpAe8kM=,0,5,33,male,9,2013-06-17
1O3hd2Way+5+94oiZqASKbkp9CTlyN+UFit0/iQo53U=,0,5,31,female,9,2008-06-04
YzFjq20Jy2xS5IBYHyXoiczJQ6Tv69CxdOkaVSIa7cM=,1,1,0,male,3,2014-10-30
JSl8i5qlU3QZlK3YLzL8C2bq4OuxMTvXroPXwdng0q8=,0,18,32,female,3,2014-11-10
clZDREDB3qoYsgc44wyqVmVXSVL8vuhqLXazpGvWaCk=,0,5,22,female,9,2014-07-03
l8/MMqplH6uTfjKk04ZahCUVAv02+1mE/Lf9F7DGZPo=,0,13,23,female,7,2013-09-15
/2i6tIKIGoqp38V1BqmPWYoEyo1Dy7Rx3A71N97jA+U=,0,21,21,male,9,2015-03-23
WQBkWDHv4DN4jOolNvicE1+F3JHp9JrvtKJmnvSOfxs=,0,6,21,female,3,2012-04-29
1bsobxa8BImFsY307pyE6o4ynDq35lp8lh8MUgFOdxo=,0,11,25,female,3,2012-12-30
DXRN3QYD4h3huzcFXGivmi/Bw+HZpSiILkVik1sXaMI=,0,22,32,male,9,2005-05-28
JdWi7az8etIZ/PNDqmkGsr2i5PumagT02Vpie6u3iuY=,0,15,27,male,9,2011-03-04
X0Z+t/9jfqjzgoB397YuIPYgQJgM7rfp72F3Uv2xeLU=,1,22,39,female,9,2005-04-14
zBpzu95JR1WO97yTK42CrTx1HaWd1tWALCZVil6hJII=,0,5,28,male,9,2006-12-02
5QCLDkSeIySuRGteuWbNa8kXNuDlA1jO2y8Fv34ylcY=,0,12,28,male,7,2013-07-10
8fMLNnJtoGkb2VEmbYJqGfIuOaPt9SSUVC2rKJ9NJGQ=,0,13,28,male,9,2008-04-03
zaxIbwzXg7Dt/THHicj3HnTNlsg2R6ARfHxpiNow/Zw=,0,13,26,male,9,2010-09-22
OHtcjDEEAHoXoVTlPqNb9d3cPrpOA8mvnWmIKl5HUWY=,0,13,27,female,4,2016-07-01
L4U25XnAG0M3SVaF35G8aC9KGNPpnYs8BPYYCvly71Q=,0,5,27,female,9,2005-11-12
P12otUYDlpqgM+mOKbyy7gM8s9ZaOWAlrJGkqGYaShM=,0,13,31,male,9,2012-01-17
Qh7lSWMuCr++E6+A+6F7PYH4RIzcVgtG3ygtJK8ITuU=,0,15,37,female,3,2014-07-29
C9KNJxth8//yEGXfesKpkPsB53HQn/HD/iNllD1X+yg=,0,5,23,female,9,2014-10-01
tW3RvqmGNWSmwhiEiW82unFN/gZrZlqaxD/7CJupIfc=,1,15,24,male,9,2006-04-22
0St6eXXK6FpYRMypOR3S48+sU2Oo8FlSajXWhCiFpcs=,0,13,39,female,9,2008-04-26
wh03Tlz3gvMUgrPMosu1lhIoqrrQsjLd8dZ8ju1cmwg=,0,5,32,female,7,2013-05-05
2RVIRsk7j4eIlnzfn3YsmFsbUFHRbBx8oB6YJJjRir4=,0,14,38,male,9,2012-06-23
74gX0YYYLqIBpdjTI3YrGHm4XnkRbRv/KnDAF0IHlgQ=,0,1,17,female,7,2016-06-19
S2fJDkixYFU22XAgzvlefhLgpijanGf74HJryQ6d0xs=,0,8,39,female,9,2007-08-08
YrIZf8sfcCWRFeB6h9PB147iPl6WAficEfnny47F0DM=,1,3,28,female,9,2008-11-10
Ovia88vGo0OaNK7meOqn2Ugf3lYizPglXO6RxRj3FuI=,0,13,31,female,9,2013-10-23
ZwnLX2Eoq65NFxoWa5qHXqGjEbk07ke6dITbwBp+Is4=,0,15,26,female,7,2016-03-28
uyzYRbdJ61NzfvhbYH+S/bW8om1Vu8c7hNqYZkVp5ys=,0,13,25,female,9,2006-06-20
Ug1l/OTJQNHlBJG2U5YYWGxm+Wt2RSfAXtpZVW1Z+mU=,0,4,26,male,7,2016-01-23
pooRxoN1DO9mXLmtDdt6LGCvUZfz1FbogZPpg2t+ZEM=,0,9,27,female,9,2013-05-17
IWhJPZqmEhwi3Przz+458w9YN8IKHZ3YjJMtuh8kuMY=,0,13,27,female,4,2016-02-28
u9Sn1gzPY7tBVpyudF4NsRSr7A5n0QW56mZMHqIf2KA=,1,1,20,male,3,2014-09-16
yrj+7m+oOx5C5pwa9lIolJrIhgCedaTmO46XbsFOm94=,0,11,24,male,3,2016-07-19
CqBZI40lzgMhSEJQH5B8OscRY9daooZ+ZAna6bJAsAg=,0,5,0,male,3,2014-04-30
eTuqB5xsQXD6FmSXw0Mi873n0lQM2D57AMdXAAxsQ1c=,0,13,34,male,9,2012-04-07
lWxGJu1l7uQXDCgTr8opNhF8NE3TnuT7HhA8Ov6K5Yg=,0,5,32,male,9,2008-09-24
tc07eFDOPDcVxypyH69S000v/77IdBm7zQkBalkkQKw=,0,13,27,male,9,2004-10-28
V+txOxIDjMbJp9vWWNfVSPGJwG6t1ZO01zxT3dV/H3I=,0,22,25,male,4,2016-05-01
oJx0cJSe+Jyvu0HiyEaxMhbe9iI6/SUbKM7Yec4BwT4=,0,4,29,female,7,2013-05-17
NOl/kntqr+sLWCcqHHN2I8q+ladRimUJgAIQu+CKucU=,0,11,34,male,9,2013-01-19
vs2B/0EGFZ5la4cSW5BrYb/w8Rlw4vIBYOmniPEE2nc=,1,22,48,female,3,2012-08-17
HBo9bZuy0WKoqX9QvkHkQwCCbAi5AgKrpmHEGqPtcD0=,0,22,22,female,3,2015-10-23
HbhBCOUSEjNEBNTXdthJIvpEjvPwR1Ujb7RadCNt3OM=,0,13,42,male,7,2010-06-18
t0mvh3qIwrkYFHZZZzTLStxsYk0By6O263bZoTfH03M=,0,5,33,male,9,2007-04-15
E+L3mr8rPBcdnB5UTz1DKd6r90jOk5TuRXdOF5WVCsY=,0,4,17,male,3,2012-05-23
A1jdtLG11b2dYjPbfsFn2jka4E0C5nl5w2Dp5a4YF5w=,0,5,25,male,9,2013-08-12
6wiMsB5wiPz8HdXhAWhOy9ww3StQTSq53XFCIf1Kgmc=,0,10,45,male,9,2010-08-19
Xewp+bznFHBMB/oSMxs+Qu5bWY9h31AWawbg4M1UeH4=,1,3,29,male,7,2010-11-12
WLe+g3k0HxjLJrRMJMzic/le0x94njXpxaldnl3NQ3E=,0,5,23,female,3,2012-06-28
NNCrOVSBKyShH3SI4gBeBvYvK0fKtdbnE+fZuZzlPeQ=,0,13,27,female,9,2009-12-03
ZO5G4T9zfJq4vmnYilqQXRNvu/ez3RMc98vpvk6QPeE=,0,5,18,female,3,2015-07-07
LiNq33c3qwUvJIa7CUtybplRQUh0YhfVYOKqBTdIL4M=,0,13,35,male,9,2010-09-14
DaJsCtZk1IBCYUFN8qN7pvrlGgTnbemv29AQtm8nlLY=,0,1,20,female,3,2015-07-17
bMJFvW72pBiUrVj7Y+O/+edEgxi1hl90AqZfnG/mCOQ=,0,12,24,female,9,2009-01-10
qQo82OYGOvrABOU9Wpy6cI35RBdGkRxnkg8Q3UGF6jY=,1,22,24,female,9,2005-10-02
277yVwATpsSndgqa8z3ef5TUIGow+rV+Uu/SjyqX3Jo=,1,22,24,female,9,2011-05-05
V9H0WJ+QV0t2qBAlFe8IJNCMMC/7veFLR3olAW9YE8U=,0,4,17,female,3,2015-08-21
eh59Kuo6yC6gsSr6LVcU2Ju12+p30aP7y8DdYcvtObo=,0,5,20,male,9,2011-06-24
2cBjZBlo2s8MGIsl/7stzCVf2uMrtJ1mZTnu0sBlQ60=,0,13,31,male,9,2006-10-28
lMFGMxN3DrKSQTvbMxmA5oOykL36wbyh7R1vDFmLB0k=,0,10,59,female,7,2015-12-24
A4YljEgA+aIKw8fkd0sjnTDmuMuSo/kAWZIZqKeWsio=,0,4,27,female,3,2013-10-28
bJJ1NLIN/Td2IzMNGkaUStEe5vhE3Xo1shJnuhLgu5k=,0,13,28,male,9,2015-09-10
3VUMZJd11XHtQ2wwkEzdymQZOSYJg4GHap/5iMB258g=,0,6,42,female,4,2016-02-07
y470r3/bePGbhpCDOXx6n3mWuvlImdOWQXOLwk3cRf4=,0,18,27,male,4,2016-10-29
Uw4MjEXOzwmTx4hAxhB5Q2QKUb4p+p/3yoxiTJpTVAg=,0,22,44,female,7,2010-04-03
bW7NxFlv8uV65dr8/F8gDq9GyBoHDLPMTr5Y2wy+Lfc=,0,13,31,female,7,2011-02-19
gFLWgPAewZuXGXJoN4GaZmhC8OxINpqJpjeX2z0cNmM=,1,1,21,male,3,2016-05-01
MZJWlROA3rf9EwbeywUKw9ziz7RdN/BI2l1Lua0BuEQ=,1,9,31,female,9,2009-11-08
O0EjyQRg4fn6yZ+k/hwEy9HNV4sIAEnhLd8YWKKOy9k=,0,13,29,female,9,2006-04-03
zHt5WbgrVYXSsUEQhBantXB3MqHQprRFXkD9mjnZdx8=,0,4,30,female,3,2014-10-07
G6S40yJ25I5gy4YigXAofuMcCTM98xWvO7XmGiugFpY=,0,5,51,female,9,2009-11-13
/7qgp7u/G7su0wq8oBjpRE0s5kLC5m/SeVTzAgmhK1w=,0,15,39,male,3,2015-03-30
fbV9f8ZWIAXlYiRcCy2PcJyzdDV5YfDGsVxExDUretg=,0,14,36,female,9,2012-03-25
MscsXGOxdGA68sAzAdqz7ktkU6QVll5HuH6UUip2oyo=,1,8,20,male,9,2015-02-26
c+GbqRlujdvn7vIUaF1gYCrkMacCXBQCGx3Clf56Oco=,0,13,20,male,3,2014-03-14
U/mNTJuSGcJJv9UWwYyL49RsIsuVNXhVKKEi5v/nJeo=,0,5,30,male,9,2008-09-02
AWj8MvpqGmvkiWbo1ykcBAefrq1sm8UXsrEW8n5bj0U=,0,6,30,female,3,2013-04-15
l2X3PcsknO/Q9vY+kEpcH4omTHmr3zZLQN/PSuKoPx0=,1,22,21,female,9,2014-12-19
7QI61Dhx7QyWqvq2dh3QJN1W6pkdD534BIC0b8lM4h8=,0,4,23,male,7,2016-04-15
QwJoHU8sQNiivTlGGNIfqHU7FRah3DG1paOObipZbFs=,0,13,17,male,9,2013-08-22
49EEe+FrWFZuo0XVyj5FPcVbWWAsbV/HfI00jnlYfAw=,0,5,23,female,3,2014-08-27
2ZcsLLjqWY1xELQSKtTN1B5V6h015VerMWlF/e8+3OQ=,1,13,27,male,3,2013-06-03
uv1+RSONYiXW0mqDWNgvtDzSo3CBCBaejG96FRAqfzo=,0,22,18,female,3,2015-03-08
kk2vzp0eJXgOcEL1B4OA7hNaUdl92Fr1/AIXlwdf65U=,0,6,31,female,3,2012-07-14
HTMmptqTje19o+7gMecK53xDVejR/w13pz1NgzbXX2E=,0,22,25,male,9,2012-10-07
hHkF5CPc0jxC6zVR7VdEQZxoJrmFY1dNKZBQuiDdwIo=,0,4,25,female,3,2015-02-17
E+HZk2shPecvtZJEcd6Te7HfbuT9XXQiNFpj+/RmRY0=,0,5,32,male,9,2010-12-30
3Y5iq3RM2LmOtfaXfEn64hGmqxSfc39P8X41sMdYtIM=,0,4,36,male,3,2012-09-02
jA5N3itrvU4Vao078gCiFDrdCBkwuJUGsr76SnBcMjo=,0,4,23,male,3,2013-07-06
cHYZI2TRxu1jTCPp6VbofbZIy6PREihX7zrU3q4FrQU=,1,6,38,female,4,2016-03-11
9IaRhSRmAiDbZv8NuxUqfmwAzjCgRsqU3QgN4bpUDNI=,0,15,35,female,9,2004-07-28
8ndxVkb2tQnq6gGS4XEC7pdFXO9/ZfzuisxtukABG+8=,0,10,50,male,3,2015-05-14
bkdBcBaDrjOQv7Hvi1sTBm8lyvk3A7egA/CjG9+0puk=,0,6,22,female,3,2016-11-19
EnzSkYt+UzMETSfP8LvmP72uH29ob3zCUDVl8Cpzckk=,0,4,21,male,7,2014-01-15
mQrpQeIEN3d4/etsD8FPSNopKr+oUv7JdHNPss866V8=,1,5,30,female,3,2015-03-25
chw9b14xk7bLfZAVa8kEa/GMX0B7N4RReSPhEzMxwSc=,0,4,27,female,7,2016-01-29
o5A4nbTpzR3YUTZsJN7Y6tDyaxUl1TD8+XI7PdtNTzU=,0,13,25,female,7,2010-07-28
TgOtHeSuKtlzYjya68NNcFEFyMMKoRxq+NprTA/qsbg=,1,15,27,male,3,2013-10-12
b69kxugIAg/9cAxH8XWX+GChbXWTrajcD+HvTT2zNgg=,0,5,33,female,9,2016-06-20
nEJysxveqo1o1inXo69c9xIQvPGaKZftFCAbY4JL3Ls=,1,13,24,female,9,2011-09-03
d9C0Lo/jH+BW70OQgPJNlUM+8IqlHhBBJwO2h/ZlFuc=,0,13,19,male,9,2009-02-14
Dl3LMU43QDcrTQ5UTvWGPvCjz3Ut05QJ8BxaHaDJZYs=,0,22,25,male,4,2016-01-21
wNbAPLg5VIexNp1cCNpRjtg4KM7uD1uRYHw0hjuA2WA=,0,15,21,male,9,2013-04-08
8CXboujVV86h3wDPPgGTGQ6myfl1oI7QfHxrrNgoMpA=,0,13,49,male,9,2007-04-16
sTOXOfZ/wxUSRm60g/WwiYXBExt+lLAM+BnBQ2W/03M=,0,6,25,female,9,2005-10-21
sRBUfPnUkfBszedQGquyobMV3BGU1kwInY+QTGTMl2E=,0,4,23,female,3,2013-11-13
xB6QisVks1+czCxyPKAlAz7cg2F4yKRW7MiuPqW2n5Q=,1,4,48,male,9,2007-04-22
NXXNDWEfd5mmTCtiNccBRZeKQJm2gCTaQqUpKrm8J2k=,0,4,26,male,7,2016-04-30
eh2PqG0MIhAj1lLRPq3v0oNTp6NStLYKJqmjxV3Pcxw=,0,4,42,male,9,2006-04-06
rKSeO5nAT/Y1egTqIrNECTLVO5DnEArWB2ohoFzQIIc=,0,13,26,female,9,2012-04-08
6tdtAB5X6kQbJJB5p7XSlRldNhqmC+ELIbFduATk7xw=,0,6,34,female,7,2010-11-10
7j1la3WpSsY98yV7W9ZjSWBCCmT4lfVseATkW2p1DHE=,0,15,18,male,9,2006-07-25
+rWx+PBzNK9Khx7fpAeEHuRz4R+3odRHm9CBXUXVz0o=,0,22,46,male,9,2014-03-13
DzalGDVks0a0fRS8cu4yciliUipGjiXc9t558RuTdtE=,1,6,24,male,9,2006-09-23
7iCZXmWhI67dvm/JITBKo+u2BrIDsAeQBX+jkq5P+hM=,0,13,24,female,3,2012-05-07
Pj9YqRpnBrRJ8qk33bUwiD1J2h4J48zGkyeGTaXOJXk=,0,22,27,female,7,2016-05-06
PGd7oVa3ud7+oX7zUBr+CKyZlsADvcsftrFHUG8MRk4=,0,17,29,female,7,2011-03-30
UjTGFL9OpazBamHOwxzhizoKsGuEIoTfXJRkiYWiGzE=,0,13,0,male,9,2004-04-26
SRvITULHyt5meA93ZNX69AROxtp1VG59WbI1EMoVfW8=,0,13,40,female,7,2011-12-16
3jhpVk4FWaDyQGpO+QRz8jOJihfT3c3Vd4lFFz2v04k=,1,14,34,male,3,2014-12-26
DRObpwNV+3UX+52hh+D4Hdp/qsHIYAfcBZ96anWbj7g=,1,13,27,male,9,2009-02-02
H4qT5m247R0CycMOBU/3L67OcDzlU6Ib/JA9ZgAYQ54=,0,1,0,female,7,2014-04-21
s8kOQOHljMBaa2wFZanIEkBxClf+ReGHP5S0vKXFtIk=,0,21,16,male,3,2016-07-04
cJQX/8jT548vridKzjpcw4p0E1aAluAArwXOTzLqD8o=,0,21,26,female,7,2014-05-10
a6AYnJ1/+g+0YZllbLHemxIfzhaHjvU3LEqDDXxzZYE=,0,10,32,male,9,2008-01-19
qFF8/0FezhuohcOit8yCF2Zkqbhw3VxcOvZnNdJeUHI=,0,5,37,male,7,2013-06-28
TfD/qgvS+iNUkt1d8fucAv1ta+74I/aWUuXZK7RFIY8=,0,12,27,male,9,2009-02-15
f/uomz/U578pmLef+N/1V7soYIWmXl1e9cQXVXv+8cs=,0,5,43,female,9,2014-10-28
KfYDa74WnFKwD+VZOw4ti5Ik5G43MRTarhmCWkou04Y=,0,5,29,male,9,2011-09-17
RipDRN4fmlpsA+VmXnJoqXP3c26WQwetApMCGeHzPSk=,0,13,25,female,7,2013-05-08
KpA0t0BYYOjTsYSxw0Y/PIqRrHYY00usrPwPC7kK1ow=,0,22,23,male,4,2016-08-24
ES3FMo6up9rKFI9hNL80xXRiRWjXZ6JRaowHEH89uiI=,0,15,27,male,9,2011-07-03
DVXMRaQ/T3/l1n2+opXm+fhOJCENIwqdcfZVVO+kN3g=,0,9,18,male,9,2015-08-23
+oJ8wGyxTaw7OEaNoNdDgYFDDyLf6KhHCn9goxWBB6M=,0,22,31,female,9,2011-11-26
jcvmfZHumoazIolVzse8+cy98eElpVf9mHjTedFcyqo=,0,5,29,female,9,2010-06-19
ZK8AAYXiINkabHenkO5Ct9rRNXU/I9FuwCfGDTu2cqo=,0,13,36,male,9,2009-07-06
IGClH+sZ7FZVUld1fVCrBsEPyKpkxr3vlnCX3Q6Yg3U=,1,1,18,female,4,2016-02-26
f0nlK4N/lQLzC3EivG0kNak7XJik+IQ7OaBJ1lIAfOU=,0,17,0,female,9,2004-09-28
mxPyxuDEzAX6MPFhbM91Y+ZAjLw/H4EPSbx53iSsuoo=,1,14,0,female,7,2011-01-25
rwvfFvL3AWCvjJjkR9THs86gLbbsBNmMDQKMxjtmTWc=,0,13,44,female,9,2010-01-11
Is69Gd0SYz7NA8JfOa+k1Kiz/gkGbti+Kq14SgIQ+iU=,0,5,32,female,9,2016-09-18
NYwZaFizom59LsmWcHm4qMOEYhlfaTzp1zP2VGtL7Xo=,0,5,0,male,3,2014-11-30
tX+2TaozaLNKa7APoPdnwgF+s2w3F1sLd/zO7x+gQug=,1,13,23,female,3,2015-10-17
042532Sn6pvPkftrZmfAri4HrfgU8C/lJbGcND54nPc=,0,6,23,male,9,2014-05-28
hMbaPvYm0Xy3y3ZquY5gAwd7zmJU1hmlS9zX1QSGbK4=,0,1,0,female,7,2013-12-20
MCUmdQwzGRr5arbVcUHMQiA5Rq3JTNdY21SUgYTLWoE=,0,6,25,male,3,2014-04-24
mZ4aL19gfOllbmVTcDANjURZoZxZvY6b4NXsNCc0CnM=,0,5,31,female,9,2013-03-11
B6TzFdA/T8z0sCR5VLnhZd31MG0ZCZyA2/SL2MiCEwY=,0,22,33,male,9,2007-04-15
axAFeIFrxfEWh6vhvogkmFbBs69F384eeiM2c2ylWv4=,0,1,47,male,3,2016-10-04
jaHG6glz2pQeqz9qtsTCexVXeuvGuEYV1mM9XkzntoE=,1,5,39,male,3,2014-06-13
v9l+/j9P/6M3J2/bd3qwUSf/D6R2CZuwujlTcX6/LRg=,0,14,28,male,7,2011-11-20
gCs/sSB2iOife91GYkI+kKYdJZTG/TOl4O/CBqyIcLU=,0,5,20,female,3,2014-11-08
HuJLN6zvH5/LNHztrt35h2KxoHRzkW+SQpeGcd2NkDs=,0,4,25,female,9,2014-08-22
asxKETq1MuHpWDt5zTr+dcHOScYj12bRfOPJErCmzm4=,1,8,21,female,9,2013-03-09
ZypVS+f+C1+QJQ6QWK4SVPXUK7lmzi79kdFsBoQdXm8=,0,4,27,female,9,2011-10-17
PaYccygNTnNv53Xw61n5kLGRPVCz1SVxZOBJFcSJ6n8=,0,11,24,male,4,2015-12-26
BKGAcZLXCVxGBPCDXbSi+jA84hVaJbZQ5w9tbX9SNQk=,1,13,20,male,9,2010-02-07
FkKImmRcIzexUbIjQzWfnFiq5OklLaDV+uowlEEXOfY=,0,4,34,female,9,2007-04-17
DTRSiFvWymI+RR70WO59YdZFzV8VYDkp5bDnvkTMvTA=,0,4,23,female,3,2014-10-24
3YK2b/efAqkI1OWV2r04vZ5U5cqPeg8Pc0pll4tP+Ug=,0,8,21,female,3,2012-12-26
P8Lg183AMeJt1hgkHaOdsEdX8e4JAx+jsd3MhV3DNmo=,0,5,38,female,9,2007-04-20
LDzugP6TDjuU9xFKq4SHa8Gr/ksmSiIbytp9MCxPUVs=,0,5,15,male,9,2016-11-27
MYha2IXEEvEZ0WkmknNo4NCVzr7dEU3grUgNd3XpnHg=,0,6,26,female,9,2011-10-03
aCz1QDlANWaGEzrcJ5nbV1up0951E+fSgZDkWDwmvtA=,0,13,26,male,3,2015-08-09
i9tfhg08Q7HtNfxDomANrRyvxgFKC1aHkmkXQh4SlXQ=,0,5,42,female,7,2015-09-05
fcwN+Gwd7yNPC58hCKMZmyeRB9H7kHT074U+aCaPNhg=,0,18,33,male,9,2014-03-08
fOK7ew1Q9AhjpPKFGuyjWAwkwlOVZt37FYCAPyc7Nhg=,0,13,25,female,9,2004-05-22
8hYvC6jQIGl92F2focGvffUsKmkt9soyDOv9M2Qtv68=,1,13,33,female,4,2016-09-24
iz77bWNaCkB8hYwAmIVZUqOOBC0pEnZggYduPA6s6uw=,0,15,46,male,9,2008-09-26
zkaTEawm7L73fuS4W+Vke+EMo5V2QDsF0KsrbEHhYwg=,0,21,24,male,4,2015-10-10
C3+iI6spwC/FPM+kJlx0+HCQRUlWKPLYlHbbK7KxRYk=,1,1,0,male,3,2014-08-20
0zZcNxdi1AY0EWkGPGQlMjSR7bXufb6iMhcyQwXe90o=,1,13,22,male,9,2015-05-06
vEceHnokVvcdhYl6yydn2COUbQVhCMXXIYCJaNcByuM=,1,15,22,female,9,2005-08-22
nyymCJrxAHannNG5JYeMzZV2EsLKvppZx1lpV7TlzdU=,0,15,44,male,3,2012-10-08
PpzZVc6uVvD6WnELwX5VRQvgp63/Ao4v4dz2XEUlgaM=,0,4,39,male,7,2011-08-06
/+jPVY9L0+CnstTr5k/phBs0p3asIIUu2jKKpqw7zvw=,0,1,27,female,3,2017-02-18
DaqFdzi5mogXskSBm7NC52cz7xBgbQP7C8TkXIYdBBQ=,1,22,20,female,3,2012-03-25
WgQKzptsSnsb3NQ0VXM3RBn+PiLMLG0nIn9FYJrUcR4=,0,12,29,female,3,2014-03-21
pfoDLmVvFPuzTYPRpL+qjBdvKhY3/9g6pD4L+Ul6ohA=,0,13,22,male,3,2014-01-12
Dzdxfi/FDjnDtiIkQogRgGvaTXzcivgtG+WEgmsKtLk=,0,18,27,male,9,2011-05-16
bus5HY5K2xWpO51TY8ZM4pFbtfrAC942FQ8gTy2OqrY=,0,22,33,female,7,2016-10-27
7HgbVpujSoAiL4gjiipqThDZrjlnGmbzjI9dW4Lfouc=,0,21,28,female,9,2008-05-10
